district,state,date,fire_count,year,month,day,day_of_season
Kaithal,Haryana,2024-10-27,3,2024,10,27,27
Karnal,Haryana,2024-10-27,3,2024,10,27,27
Kurukshetra,Haryana,2024-10-27,3,2024,10,27,27
Mahendragarh,Haryana,2024-10-27,0,2024,10,27,27
Nuh,Haryana,2024-10-27,0,2024,10,27,27
Palwal,Haryana,2024-10-27,1,2024,10,27,27
Panchkula,Haryana,2024-10-27,1,2024,10,27,27
Panipat,Haryana,2024-10-27,0,2024,10,27,27
Rewari,Haryana,2024-10-27,1,2024,10,27,27
Rohtak,Haryana,2024-10-27,0,2024,10,27,27
Sirsa,Haryana,2024-10-27,9,2024,10,27,27
Sonipat,Haryana,2024-10-27,0,2024,10,27,27
Yamunanagar,Haryana,2024-10-27,4,2024,10,27,27
Amritsar,Punjab,2024-10-27,13,2024,10,27,27
Barnala,Punjab,2024-10-27,7,2024,10,27,27
Bathinda,Punjab,2024-10-27,12,2024,10,27,27
Faridkot,Punjab,2024-10-27,6,2024,10,27,27
Fatehgarh Sahib,Punjab,2024-10-27,39,2024,10,27,27
Fazilka,Punjab,2024-10-27,4,2024,10,27,27
Ferozepur,Punjab,2024-10-27,64,2024,10,27,27
Gurdaspur,Punjab,2024-10-27,18,2024,10,27,27
Hoshiarpur,Punjab,2024-10-27,2,2024,10,27,27
Jalandhar,Punjab,2024-10-27,5,2024,10,27,27
Kapurthala,Punjab,2024-10-27,6,2024,10,27,27
Ludhiana,Punjab,2024-10-27,7,2024,10,27,27
Malerkotla,Punjab,2024-10-27,3,2024,10,27,27
Mansa,Punjab,2024-10-27,14,2024,10,27,27
Moga,Punjab,2024-10-27,10,2024,10,27,27
Pathankot,Punjab,2024-10-27,0,2024,10,27,27
Patiala,Punjab,2024-10-27,28,2024,10,27,27
Rupnagar,Punjab,2024-10-27,3,2024,10,27,27
S A S Nagar,Punjab,2024-10-27,3,2024,10,27,27
Sangrur,Punjab,2024-10-27,34,2024,10,27,27
Shahid Bhagat Singh Nagar,Punjab,2024-10-27,0,2024,10,27,27
Sri Muktsar Sahib,Punjab,2024-10-27,0,2024,10,27,27
Tarn Taran,Punjab,2024-10-27,29,2024,10,27,27
Ambala,Haryana,2024-10-28,3,2024,10,28,28
Bhiwani,Haryana,2024-10-28,4,2024,10,28,28
Charkhi Dadri,Haryana,2024-10-28,0,2024,10,28,28
Faridabad,Haryana,2024-10-28,1,2024,10,28,28
Fatehabad,Haryana,2024-10-28,4,2024,10,28,28
Gurugram,Haryana,2024-10-28,0,2024,10,28,28
Hisar,Haryana,2024-10-28,7,2024,10,28,28
Jhajjar,Haryana,2024-10-28,0,2024,10,28,28
Jind,Haryana,2024-10-28,4,2024,10,28,28
Kaithal,Haryana,2024-10-28,3,2024,10,28,28
Karnal,Haryana,2024-10-28,0,2024,10,28,28
Kurukshetra,Haryana,2024-10-28,4,2024,10,28,28
Mahendragarh,Haryana,2024-10-28,0,2024,10,28,28
Nuh,Haryana,2024-10-28,0,2024,10,28,28
Palwal,Haryana,2024-10-28,2,2024,10,28,28
Panchkula,Haryana,2024-10-28,0,2024,10,28,28
Panipat,Haryana,2024-10-28,0,2024,10,28,28
Rewari,Haryana,2024-10-28,2,2024,10,28,28
Rohtak,Haryana,2024-10-28,0,2024,10,28,28
Sirsa,Haryana,2024-10-28,7,2024,10,28,28
Sonipat,Haryana,2024-10-28,1,2024,10,28,28
Yamunanagar,Haryana,2024-10-28,2,2024,10,28,28
Amritsar,Punjab,2024-10-28,23,2024,10,28,28
Barnala,Punjab,2024-10-28,8,2024,10,28,28
Bathinda,Punjab,2024-10-28,23,2024,10,28,28
Faridkot,Punjab,2024-10-28,13,2024,10,28,28
Fatehgarh Sahib,Punjab,2024-10-28,5,2024,10,28,28
Fazilka,Punjab,2024-10-28,4,2024,10,28,28
Ferozepur,Punjab,2024-10-28,38,2024,10,28,28
Gurdaspur,Punjab,2024-10-28,15,2024,10,28,28
Hoshiarpur,Punjab,2024-10-28,3,2024,10,28,28
Jalandhar,Punjab,2024-10-28,8,2024,10,28,28
Kapurthala,Punjab,2024-10-28,25,2024,10,28,28
Ludhiana,Punjab,2024-10-28,8,2024,10,28,28
Malerkotla,Punjab,2024-10-28,6,2024,10,28,28
Mansa,Punjab,2024-10-28,31,2024,10,28,28
Moga,Punjab,2024-10-28,14,2024,10,28,28
Pathankot,Punjab,2024-10-28,1,2024,10,28,28
Patiala,Punjab,2024-10-28,39,2024,10,28,28
Rupnagar,Punjab,2024-10-28,1,2024,10,28,28
S A S Nagar,Punjab,2024-10-28,2,2024,10,28,28
Sangrur,Punjab,2024-10-28,51,2024,10,28,28
Shahid Bhagat Singh Nagar,Punjab,2024-10-28,3,2024,10,28,28
Sri Muktsar Sahib,Punjab,2024-10-28,3,2024,10,28,28
Tarn Taran,Punjab,2024-10-28,26,2024,10,28,28
Ambala,Haryana,2024-10-29,1,2024,10,29,29
Bhiwani,Haryana,2024-10-29,0,2024,10,29,29
Charkhi Dadri,Haryana,2024-10-29,0,2024,10,29,29
Faridabad,Haryana,2024-10-29,2,2024,10,29,29
Fatehabad,Haryana,2024-10-29,4,2024,10,29,29
Gurugram,Haryana,2024-10-29,0,2024,10,29,29
Hisar,Haryana,2024-10-29,3,2024,10,29,29
Jhajjar,Haryana,2024-10-29,2,2024,10,29,29
Jind,Haryana,2024-10-29,2,2024,10,29,29
Kaithal,Haryana,2024-10-29,10,2024,10,29,29
Karnal,Haryana,2024-10-29,2,2024,10,29,29
Kurukshetra,Haryana,2024-10-29,2,2024,10,29,29
Mahendragarh,Haryana,2024-10-29,0,2024,10,29,29
Nuh,Haryana,2024-10-29,0,2024,10,29,29
Palwal,Haryana,2024-10-29,6,2024,10,29,29
Panchkula,Haryana,2024-10-29,1,2024,10,29,29
Panipat,Haryana,2024-10-29,0,2024,10,29,29
Rewari,Haryana,2024-10-29,3,2024,10,29,29
Rohtak,Haryana,2024-10-29,1,2024,10,29,29
Sirsa,Haryana,2024-10-29,3,2024,10,29,29
Sonipat,Haryana,2024-10-29,0,2024,10,29,29
Yamunanagar,Haryana,2024-10-29,1,2024,10,29,29
Amritsar,Punjab,2024-10-29,27,2024,10,29,29
Barnala,Punjab,2024-10-29,8,2024,10,29,29
Bathinda,Punjab,2024-10-29,17,2024,10,29,29
Faridkot,Punjab,2024-10-29,13,2024,10,29,29
Fatehgarh Sahib,Punjab,2024-10-29,10,2024,10,29,29
Fazilka,Punjab,2024-10-29,7,2024,10,29,29
Ferozepur,Punjab,2024-10-29,60,2024,10,29,29
Gurdaspur,Punjab,2024-10-29,27,2024,10,29,29
Hoshiarpur,Punjab,2024-10-29,2,2024,10,29,29
Jalandhar,Punjab,2024-10-29,5,2024,10,29,29
Kapurthala,Punjab,2024-10-29,26,2024,10,29,29
Ludhiana,Punjab,2024-10-29,12,2024,10,29,29
Malerkotla,Punjab,2024-10-29,10,2024,10,29,29
Mansa,Punjab,2024-10-29,36,2024,10,29,29
Moga,Punjab,2024-10-29,8,2024,10,29,29
Pathankot,Punjab,2024-10-29,0,2024,10,29,29
Patiala,Punjab,2024-10-29,57,2024,10,29,29
Rupnagar,Punjab,2024-10-29,0,2024,10,29,29
S A S Nagar,Punjab,2024-10-29,1,2024,10,29,29
Sangrur,Punjab,2024-10-29,66,2024,10,29,29
Shahid Bhagat Singh Nagar,Punjab,2024-10-29,2,2024,10,29,29
Sri Muktsar Sahib,Punjab,2024-10-29,4,2024,10,29,29
Tarn Taran,Punjab,2024-10-29,40,2024,10,29,29
Ambala,Haryana,2024-10-30,4,2024,10,30,30
Bhiwani,Haryana,2024-10-30,1,2024,10,30,30
Charkhi Dadri,Haryana,2024-10-30,1,2024,10,30,30
Faridabad,Haryana,2024-10-30,0,2024,10,30,30
Fatehabad,Haryana,2024-10-30,8,2024,10,30,30
Gurugram,Haryana,2024-10-30,1,2024,10,30,30
Hisar,Haryana,2024-10-30,0,2024,10,30,30
Jhajjar,Haryana,2024-10-30,0,2024,10,30,30
Jind,Haryana,2024-10-30,2,2024,10,30,30
Kaithal,Haryana,2024-10-30,8,2024,10,30,30
Karnal,Haryana,2024-10-30,1,2024,10,30,30
Kurukshetra,Haryana,2024-10-30,15,2024,10,30,30
Mahendragarh,Haryana,2024-10-30,1,2024,10,30,30
Nuh,Haryana,2024-10-30,0,2024,10,30,30
Palwal,Haryana,2024-10-30,2,2024,10,30,30
Panchkula,Haryana,2024-10-30,1,2024,10,30,30
Panipat,Haryana,2024-10-30,0,2024,10,30,30
Rewari,Haryana,2024-10-30,1,2024,10,30,30
Rohtak,Haryana,2024-10-30,1,2024,10,30,30
Sirsa,Haryana,2024-10-30,7,2024,10,30,30
Sonipat,Haryana,2024-10-30,1,2024,10,30,30
Yamunanagar,Haryana,2024-10-30,1,2024,10,30,30
Amritsar,Punjab,2024-10-30,12,2024,10,30,30
Barnala,Punjab,2024-10-30,8,2024,10,30,30
Bathinda,Punjab,2024-10-30,25,2024,10,30,30
Faridkot,Punjab,2024-10-30,21,2024,10,30,30
Fatehgarh Sahib,Punjab,2024-10-30,22,2024,10,30,30
Fazilka,Punjab,2024-10-30,1,2024,10,30,30
Ferozepur,Punjab,2024-10-30,36,2024,10,30,30
Gurdaspur,Punjab,2024-10-30,17,2024,10,30,30
Hoshiarpur,Punjab,2024-10-30,4,2024,10,30,30
Jalandhar,Punjab,2024-10-30,7,2024,10,30,30
Kapurthala,Punjab,2024-10-30,22,2024,10,30,30
Ludhiana,Punjab,2024-10-30,3,2024,10,30,30
Malerkotla,Punjab,2024-10-30,6,2024,10,30,30
Mansa,Punjab,2024-10-30,28,2024,10,30,30
Moga,Punjab,2024-10-30,13,2024,10,30,30
Pathankot,Punjab,2024-10-30,0,2024,10,30,30
Patiala,Punjab,2024-10-30,33,2024,10,30,30
Rupnagar,Punjab,2024-10-30,3,2024,10,30,30
S A S Nagar,Punjab,2024-10-30,4,2024,10,30,30
Sangrur,Punjab,2024-10-30,77,2024,10,30,30
Shahid Bhagat Singh Nagar,Punjab,2024-10-30,0,2024,10,30,30
Sri Muktsar Sahib,Punjab,2024-10-30,4,2024,10,30,30
Tarn Taran,Punjab,2024-10-30,30,2024,10,30,30
Ambala,Haryana,2024-10-31,3,2024,10,31,31
Bhiwani,Haryana,2024-10-31,0,2024,10,31,31
Charkhi Dadri,Haryana,2024-10-31,0,2024,10,31,31
Faridabad,Haryana,2024-10-31,0,2024,10,31,31
Fatehabad,Haryana,2024-10-31,27,2024,10,31,31
Gurugram,Haryana,2024-10-31,2,2024,10,31,31
Hisar,Haryana,2024-10-31,10,2024,10,31,31
Jhajjar,Haryana,2024-10-31,1,2024,10,31,31
Jind,Haryana,2024-10-31,9,2024,10,31,31
Kaithal,Haryana,2024-10-31,5,2024,10,31,31
Karnal,Haryana,2024-10-31,3,2024,10,31,31
Kurukshetra,Haryana,2024-10-31,9,2024,10,31,31
Mahendragarh,Haryana,2024-10-31,0,2024,10,31,31
Nuh,Haryana,2024-10-31,2,2024,10,31,31
Palwal,Haryana,2024-10-31,5,2024,10,31,31
Panchkula,Haryana,2024-10-31,2,2024,10,31,31
Panipat,Haryana,2024-10-31,1,2024,10,31,31
Rewari,Haryana,2024-10-31,0,2024,10,31,31
Rohtak,Haryana,2024-10-31,4,2024,10,31,31
Sirsa,Haryana,2024-10-31,11,2024,10,31,31
Sonipat,Haryana,2024-10-31,2,2024,10,31,31
Yamunanagar,Haryana,2024-10-31,5,2024,10,31,31
Amritsar,Punjab,2024-10-31,33,2024,10,31,31
Barnala,Punjab,2024-10-31,18,2024,10,31,31
Bathinda,Punjab,2024-10-31,46,2024,10,31,31
Faridkot,Punjab,2024-10-31,15,2024,10,31,31
Fatehgarh Sahib,Punjab,2024-10-31,56,2024,10,31,31
Fazilka,Punjab,2024-10-31,2,2024,10,31,31
Ferozepur,Punjab,2024-10-31,87,2024,10,31,31
Gurdaspur,Punjab,2024-10-31,31,2024,10,31,31
Hoshiarpur,Punjab,2024-10-31,10,2024,10,31,31
Jalandhar,Punjab,2024-10-31,20,2024,10,31,31
Kapurthala,Punjab,2024-10-31,50,2024,10,31,31
Ludhiana,Punjab,2024-10-31,25,2024,10,31,31
Malerkotla,Punjab,2024-10-31,4,2024,10,31,31
Mansa,Punjab,2024-10-31,49,2024,10,31,31
Moga,Punjab,2024-10-31,34,2024,10,31,31
Pathankot,Punjab,2024-10-31,0,2024,10,31,31
Patiala,Punjab,2024-10-31,53,2024,10,31,31
Rupnagar,Punjab,2024-10-31,1,2024,10,31,31
S A S Nagar,Punjab,2024-10-31,6,2024,10,31,31
Sangrur,Punjab,2024-10-31,143,2024,10,31,31
Shahid Bhagat Singh Nagar,Punjab,2024-10-31,5,2024,10,31,31
Sri Muktsar Sahib,Punjab,2024-10-31,7,2024,10,31,31
Tarn Taran,Punjab,2024-10-31,50,2024,10,31,31
Ambala,Haryana,2024-11-01,1,2024,11,1,32
Bhiwani,Haryana,2024-11-01,3,2024,11,1,32
Charkhi Dadri,Haryana,2024-11-01,0,2024,11,1,32
Faridabad,Haryana,2024-11-01,1,2024,11,1,32
Fatehabad,Haryana,2024-11-01,26,2024,11,1,32
Gurugram,Haryana,2024-11-01,2,2024,11,1,32
Hisar,Haryana,2024-11-01,12,2024,11,1,32
Jhajjar,Haryana,2024-11-01,2,2024,11,1,32
Jind,Haryana,2024-11-01,15,2024,11,1,32
Kaithal,Haryana,2024-11-01,15,2024,11,1,32
Karnal,Haryana,2024-11-01,9,2024,11,1,32
Kurukshetra,Haryana,2024-11-01,6,2024,11,1,32
Mahendragarh,Haryana,2024-11-01,0,2024,11,1,32
Nuh,Haryana,2024-11-01,0,2024,11,1,32
Palwal,Haryana,2024-11-01,5,2024,11,1,32
Panchkula,Haryana,2024-11-01,1,2024,11,1,32
Panipat,Haryana,2024-11-01,3,2024,11,1,32
Rewari,Haryana,2024-11-01,2,2024,11,1,32
Rohtak,Haryana,2024-11-01,1,2024,11,1,32
Sirsa,Haryana,2024-11-01,21,2024,11,1,32
Sonipat,Haryana,2024-11-01,3,2024,11,1,32
Yamunanagar,Haryana,2024-11-01,7,2024,11,1,32
Amritsar,Punjab,2024-11-01,87,2024,11,1,32
Barnala,Punjab,2024-11-01,23,2024,11,1,32
Bathinda,Punjab,2024-11-01,67,2024,11,1,32
Faridkot,Punjab,2024-11-01,36,2024,11,1,32
Fatehgarh Sahib,Punjab,2024-11-01,54,2024,11,1,32
Fazilka,Punjab,2024-11-01,9,2024,11,1,32
Ferozepur,Punjab,2024-11-01,122,2024,11,1,32
Gurdaspur,Punjab,2024-11-01,70,2024,11,1,32
Hoshiarpur,Punjab,2024-11-01,4,2024,11,1,32
Jalandhar,Punjab,2024-11-01,27,2024,11,1,32
Kapurthala,Punjab,2024-11-01,74,2024,11,1,32
Ludhiana,Punjab,2024-11-01,72,2024,11,1,32
Malerkotla,Punjab,2024-11-01,34,2024,11,1,32
Mansa,Punjab,2024-11-01,80,2024,11,1,32
Moga,Punjab,2024-11-01,48,2024,11,1,32
Pathankot,Punjab,2024-11-01,2,2024,11,1,32
Patiala,Punjab,2024-11-01,96,2024,11,1,32
Rupnagar,Punjab,2024-11-01,4,2024,11,1,32
S A S Nagar,Punjab,2024-11-01,9,2024,11,1,32
Sangrur,Punjab,2024-11-01,216,2024,11,1,32
Shahid Bhagat Singh Nagar,Punjab,2024-11-01,14,2024,11,1,32
Sri Muktsar Sahib,Punjab,2024-11-01,45,2024,11,1,32
Tarn Taran,Punjab,2024-11-01,139,2024,11,1,32
Ambala,Haryana,2024-11-02,3,2024,11,2,33
Bhiwani,Haryana,2024-11-02,0,2024,11,2,33
Charkhi Dadri,Haryana,2024-11-02,0,2024,11,2,33
Faridabad,Haryana,2024-11-02,4,2024,11,2,33
Fatehabad,Haryana,2024-11-02,7,2024,11,2,33
Gurugram,Haryana,2024-11-02,2,2024,11,2,33
Hisar,Haryana,2024-11-02,10,2024,11,2,33
Jhajjar,Haryana,2024-11-02,7,2024,11,2,33
Jind,Haryana,2024-11-02,17,2024,11,2,33
Kaithal,Haryana,2024-11-02,6,2024,11,2,33
Karnal,Haryana,2024-11-02,6,2024,11,2,33
Kurukshetra,Haryana,2024-11-02,2,2024,11,2,33
Mahendragarh,Haryana,2024-11-02,0,2024,11,2,33
Nuh,Haryana,2024-11-02,0,2024,11,2,33
Palwal,Haryana,2024-11-02,7,2024,11,2,33
Panchkula,Haryana,2024-11-02,3,2024,11,2,33
Panipat,Haryana,2024-11-02,1,2024,11,2,33
Rewari,Haryana,2024-11-02,0,2024,11,2,33
Rohtak,Haryana,2024-11-02,1,2024,11,2,33
Sirsa,Haryana,2024-11-02,7,2024,11,2,33
Sonipat,Haryana,2024-11-02,3,2024,11,2,33
Yamunanagar,Haryana,2024-11-02,6,2024,11,2,33
Amritsar,Punjab,2024-11-02,44,2024,11,2,33
Barnala,Punjab,2024-11-02,16,2024,11,2,33
Bathinda,Punjab,2024-11-02,66,2024,11,2,33
Faridkot,Punjab,2024-11-02,20,2024,11,2,33
Fatehgarh Sahib,Punjab,2024-11-02,11,2024,11,2,33
Fazilka,Punjab,2024-11-02,9,2024,11,2,33
Ferozepur,Punjab,2024-11-02,136,2024,11,2,33
Gurdaspur,Punjab,2024-11-02,32,2024,11,2,33
Hoshiarpur,Punjab,2024-11-02,5,2024,11,2,33
Jalandhar,Punjab,2024-11-02,27,2024,11,2,33
Kapurthala,Punjab,2024-11-02,29,2024,11,2,33
Ludhiana,Punjab,2024-11-02,25,2024,11,2,33
Malerkotla,Punjab,2024-11-02,11,2024,11,2,33
Mansa,Punjab,2024-11-02,58,2024,11,2,33
Moga,Punjab,2024-11-02,50,2024,11,2,33
Pathankot,Punjab,2024-11-02,2,2024,11,2,33
Patiala,Punjab,2024-11-02,45,2024,11,2,33
Rupnagar,Punjab,2024-11-02,2,2024,11,2,33
S A S Nagar,Punjab,2024-11-02,5,2024,11,2,33
Sangrur,Punjab,2024-11-02,167,2024,11,2,33
Shahid Bhagat Singh Nagar,Punjab,2024-11-02,6,2024,11,2,33
Sri Muktsar Sahib,Punjab,2024-11-02,25,2024,11,2,33
Tarn Taran,Punjab,2024-11-02,105,2024,11,2,33
Ambala,Haryana,2024-11-03,0,2024,11,3,34
Bhiwani,Haryana,2024-11-03,0,2024,11,3,34
Charkhi Dadri,Haryana,2024-11-03,0,2024,11,3,34
Faridabad,Haryana,2024-11-03,2,2024,11,3,34
Fatehabad,Haryana,2024-11-03,4,2024,11,3,34
Gurugram,Haryana,2024-11-03,1,2024,11,3,34
Hisar,Haryana,2024-11-03,6,2024,11,3,34
Jhajjar,Haryana,2024-11-03,3,2024,11,3,34
Jind,Haryana,2024-11-03,5,2024,11,3,34
Kaithal,Haryana,2024-11-03,1,2024,11,3,34
Karnal,Haryana,2024-11-03,1,2024,11,3,34
Kurukshetra,Haryana,2024-11-03,0,2024,11,3,34
Mahendragarh,Haryana,2024-11-03,0,2024,11,3,34
Nuh,Haryana,2024-11-03,0,2024,11,3,34
Palwal,Haryana,2024-11-03,0,2024,11,3,34
Panchkula,Haryana,2024-11-03,4,2024,11,3,34
Panipat,Haryana,2024-11-03,0,2024,11,3,34
Rewari,Haryana,2024-11-03,2,2024,11,3,34
Rohtak,Haryana,2024-11-03,2,2024,11,3,34
Sirsa,Haryana,2024-11-03,4,2024,11,3,34
Sonipat,Haryana,2024-11-03,2,2024,11,3,34
Yamunanagar,Haryana,2024-11-03,0,2024,11,3,34
Amritsar,Punjab,2024-11-03,29,2024,11,3,34
Barnala,Punjab,2024-11-03,13,2024,11,3,34
Bathinda,Punjab,2024-11-03,36,2024,11,3,34
Faridkot,Punjab,2024-11-03,11,2024,11,3,34
Fatehgarh Sahib,Punjab,2024-11-03,10,2024,11,3,34
Fazilka,Punjab,2024-11-03,4,2024,11,3,34
Ferozepur,Punjab,2024-11-03,43,2024,11,3,34
Gurdaspur,Punjab,2024-11-03,18,2024,11,3,34
Hoshiarpur,Punjab,2024-11-03,1,2024,11,3,34
Jalandhar,Punjab,2024-11-03,3,2024,11,3,34
Kapurthala,Punjab,2024-11-03,14,2024,11,3,34
Ludhiana,Punjab,2024-11-03,15,2024,11,3,34
Malerkotla,Punjab,2024-11-03,7,2024,11,3,34
Mansa,Punjab,2024-11-03,29,2024,11,3,34
Moga,Punjab,2024-11-03,29,2024,11,3,34
Pathankot,Punjab,2024-11-03,0,2024,11,3,34
Patiala,Punjab,2024-11-03,24,2024,11,3,34
Rupnagar,Punjab,2024-11-03,1,2024,11,3,34
S A S Nagar,Punjab,2024-11-03,2,2024,11,3,34
Sangrur,Punjab,2024-11-03,86,2024,11,3,34
Shahid Bhagat Singh Nagar,Punjab,2024-11-03,2,2024,11,3,34
Sri Muktsar Sahib,Punjab,2024-11-03,15,2024,11,3,34
Tarn Taran,Punjab,2024-11-03,26,2024,11,3,34
Ambala,Haryana,2024-11-04,1,2024,11,4,35
Bhiwani,Haryana,2024-11-04,0,2024,11,4,35
Charkhi Dadri,Haryana,2024-11-04,1,2024,11,4,35
Faridabad,Haryana,2024-11-04,2,2024,11,4,35
Fatehabad,Haryana,2024-11-04,6,2024,11,4,35
Gurugram,Haryana,2024-11-04,1,2024,11,4,35
Hisar,Haryana,2024-11-04,5,2024,11,4,35
Jhajjar,Haryana,2024-11-04,0,2024,11,4,35
Jind,Haryana,2024-11-04,1,2024,11,4,35
Kaithal,Haryana,2024-11-04,5,2024,11,4,35
Karnal,Haryana,2024-11-04,0,2024,11,4,35
Kurukshetra,Haryana,2024-11-04,0,2024,11,4,35
Mahendragarh,Haryana,2024-11-04,1,2024,11,4,35
Nuh,Haryana,2024-11-04,0,2024,11,4,35
Palwal,Haryana,2024-11-04,0,2024,11,4,35
Panchkula,Haryana,2024-11-04,1,2024,11,4,35
Panipat,Haryana,2024-11-04,3,2024,11,4,35
Rewari,Haryana,2024-11-04,0,2024,11,4,35
Rohtak,Haryana,2024-11-04,0,2024,11,4,35
Sirsa,Haryana,2024-11-04,4,2024,11,4,35
Sonipat,Haryana,2024-11-04,3,2024,11,4,35
Yamunanagar,Haryana,2024-11-04,1,2024,11,4,35
Amritsar,Punjab,2024-11-04,17,2024,11,4,35
Barnala,Punjab,2024-11-04,9,2024,11,4,35
Bathinda,Punjab,2024-11-04,28,2024,11,4,35
Faridkot,Punjab,2024-11-04,3,2024,11,4,35
Fatehgarh Sahib,Punjab,2024-11-04,3,2024,11,4,35
Fazilka,Punjab,2024-11-04,4,2024,11,4,35
Ferozepur,Punjab,2024-11-04,24,2024,11,4,35
Gurdaspur,Punjab,2024-11-04,22,2024,11,4,35
Hoshiarpur,Punjab,2024-11-04,5,2024,11,4,35
Jalandhar,Punjab,2024-11-04,6,2024,11,4,35
Kapurthala,Punjab,2024-11-04,16,2024,11,4,35
Ludhiana,Punjab,2024-11-04,15,2024,11,4,35
Malerkotla,Punjab,2024-11-04,5,2024,11,4,35
Mansa,Punjab,2024-11-04,20,2024,11,4,35
Moga,Punjab,2024-11-04,24,2024,11,4,35
Pathankot,Punjab,2024-11-04,0,2024,11,4,35
Patiala,Punjab,2024-11-04,16,2024,11,4,35
Rupnagar,Punjab,2024-11-04,2,2024,11,4,35
S A S Nagar,Punjab,2024-11-04,1,2024,11,4,35
Sangrur,Punjab,2024-11-04,108,2024,11,4,35
Shahid Bhagat Singh Nagar,Punjab,2024-11-04,3,2024,11,4,35
Sri Muktsar Sahib,Punjab,2024-11-04,9,2024,11,4,35
Tarn Taran,Punjab,2024-11-04,25,2024,11,4,35
Ambala,Haryana,2024-11-05,1,2024,11,5,36
Bhiwani,Haryana,2024-11-05,1,2024,11,5,36
Charkhi Dadri,Haryana,2024-11-05,0,2024,11,5,36
Faridabad,Haryana,2024-11-05,1,2024,11,5,36
Fatehabad,Haryana,2024-11-05,0,2024,11,5,36
Gurugram,Haryana,2024-11-05,0,2024,11,5,36
Hisar,Haryana,2024-11-05,2,2024,11,5,36
Jhajjar,Haryana,2024-11-05,0,2024,11,5,36
Jind,Haryana,2024-11-05,3,2024,11,5,36
Kaithal,Haryana,2024-11-05,1,2024,11,5,36
Karnal,Haryana,2024-11-05,1,2024,11,5,36
Kurukshetra,Haryana,2024-11-05,0,2024,11,5,36
Mahendragarh,Haryana,2024-11-05,0,2024,11,5,36
Nuh,Haryana,2024-11-05,0,2024,11,5,36
Palwal,Haryana,2024-11-05,0,2024,11,5,36
Panchkula,Haryana,2024-11-05,0,2024,11,5,36
Panipat,Haryana,2024-11-05,0,2024,11,5,36
Rewari,Haryana,2024-11-05,1,2024,11,5,36
Rohtak,Haryana,2024-11-05,0,2024,11,5,36
Sirsa,Haryana,2024-11-05,3,2024,11,5,36
Sonipat,Haryana,2024-11-05,0,2024,11,5,36
Yamunanagar,Haryana,2024-11-05,0,2024,11,5,36
Amritsar,Punjab,2024-11-05,5,2024,11,5,36
Barnala,Punjab,2024-11-05,8,2024,11,5,36
Bathinda,Punjab,2024-11-05,18,2024,11,5,36
Faridkot,Punjab,2024-11-05,10,2024,11,5,36
Fatehgarh Sahib,Punjab,2024-11-05,4,2024,11,5,36
Fazilka,Punjab,2024-11-05,0,2024,11,5,36
Ferozepur,Punjab,2024-11-05,20,2024,11,5,36
Gurdaspur,Punjab,2024-11-05,4,2024,11,5,36
Hoshiarpur,Punjab,2024-11-05,1,2024,11,5,36
Jalandhar,Punjab,2024-11-05,3,2024,11,5,36
Kapurthala,Punjab,2024-11-05,8,2024,11,5,36
Ludhiana,Punjab,2024-11-05,8,2024,11,5,36
Malerkotla,Punjab,2024-11-05,10,2024,11,5,36
Mansa,Punjab,2024-11-05,24,2024,11,5,36
Moga,Punjab,2024-11-05,14,2024,11,5,36
Pathankot,Punjab,2024-11-05,1,2024,11,5,36
Patiala,Punjab,2024-11-05,6,2024,11,5,36
Rupnagar,Punjab,2024-11-05,0,2024,11,5,36
S A S Nagar,Punjab,2024-11-05,0,2024,11,5,36
Sangrur,Punjab,2024-11-05,87,2024,11,5,36
Shahid Bhagat Singh Nagar,Punjab,2024-11-05,5,2024,11,5,36
Sri Muktsar Sahib,Punjab,2024-11-05,4,2024,11,5,36
Tarn Taran,Punjab,2024-11-05,8,2024,11,5,36
Ambala,Haryana,2024-11-06,2,2024,11,6,37
Bhiwani,Haryana,2024-11-06,0,2024,11,6,37
Charkhi Dadri,Haryana,2024-11-06,0,2024,11,6,37
Faridabad,Haryana,2024-11-06,1,2024,11,6,37
Fatehabad,Haryana,2024-11-06,9,2024,11,6,37
Gurugram,Haryana,2024-11-06,0,2024,11,6,37
Hisar,Haryana,2024-11-06,0,2024,11,6,37
Jhajjar,Haryana,2024-11-06,0,2024,11,6,37
Jind,Haryana,2024-11-06,1,2024,11,6,37
Kaithal,Haryana,2024-11-06,1,2024,11,6,37
Karnal,Haryana,2024-11-06,0,2024,11,6,37
Kurukshetra,Haryana,2024-11-06,0,2024,11,6,37
Mahendragarh,Haryana,2024-11-06,0,2024,11,6,37
Nuh,Haryana,2024-11-06,0,2024,11,6,37
Palwal,Haryana,2024-11-06,0,2024,11,6,37
Panchkula,Haryana,2024-11-06,0,2024,11,6,37
Panipat,Haryana,2024-11-06,0,2024,11,6,37
Rewari,Haryana,2024-11-06,0,2024,11,6,37
Rohtak,Haryana,2024-11-06,0,2024,11,6,37
Sirsa,Haryana,2024-11-06,6,2024,11,6,37
Sonipat,Haryana,2024-11-06,0,2024,11,6,37
Yamunanagar,Haryana,2024-11-06,0,2024,11,6,37
Amritsar,Punjab,2024-11-06,8,2024,11,6,37
Barnala,Punjab,2024-11-06,1,2024,11,6,37
Bathinda,Punjab,2024-11-06,25,2024,11,6,37
Faridkot,Punjab,2024-11-06,19,2024,11,6,37
Fatehgarh Sahib,Punjab,2024-11-06,1,2024,11,6,37
