district,state,date,fire_count,year,month,day,day_of_season
Kurukshetra,Haryana,2023-11-09,2,2023,11,9,40
Mahendragarh,Haryana,2023-11-09,0,2023,11,9,40
Nuh,Haryana,2023-11-09,0,2023,11,9,40
Palwal,Haryana,2023-11-09,3,2023,11,9,40
Panchkula,Haryana,2023-11-09,0,2023,11,9,40
Panipat,Haryana,2023-11-09,1,2023,11,9,40
Rewari,Haryana,2023-11-09,0,2023,11,9,40
Rohtak,Haryana,2023-11-09,0,2023,11,9,40
Sirsa,Haryana,2023-11-09,8,2023,11,9,40
Sonipat,Haryana,2023-11-09,1,2023,11,9,40
Yamunanagar,Haryana,2023-11-09,5,2023,11,9,40
Amritsar,Punjab,2023-11-09,17,2023,11,9,40
Barnala,Punjab,2023-11-09,137,2023,11,9,40
Bathinda,Punjab,2023-11-09,81,2023,11,9,40
Faridkot,Punjab,2023-11-09,53,2023,11,9,40
Fatehgarh Sahib,Punjab,2023-11-09,15,2023,11,9,40
Fazilka,Punjab,2023-11-09,53,2023,11,9,40
Ferozepur,Punjab,2023-11-09,181,2023,11,9,40
Gurdaspur,Punjab,2023-11-09,11,2023,11,9,40
Hoshiarpur,Punjab,2023-11-09,12,2023,11,9,40
Jalandhar,Punjab,2023-11-09,107,2023,11,9,40
Kapurthala,Punjab,2023-11-09,121,2023,11,9,40
Ludhiana,Punjab,2023-11-09,72,2023,11,9,40
Malerkotla,Punjab,2023-11-09,30,2023,11,9,40
Mansa,Punjab,2023-11-09,153,2023,11,9,40
Moga,Punjab,2023-11-09,78,2023,11,9,40
Pathankot,Punjab,2023-11-09,0,2023,11,9,40
Patiala,Punjab,2023-11-09,92,2023,11,9,40
Rupnagar,Punjab,2023-11-09,3,2023,11,9,40
S A S Nagar,Punjab,2023-11-09,0,2023,11,9,40
Sangrur,Punjab,2023-11-09,451,2023,11,9,40
Shahid Bhagat Singh Nagar,Punjab,2023-11-09,27,2023,11,9,40
Sri Muktsar Sahib,Punjab,2023-11-09,33,2023,11,9,40
Tarn Taran,Punjab,2023-11-09,56,2023,11,9,40
Ambala,Haryana,2023-11-10,0,2023,11,10,41
Bhiwani,Haryana,2023-11-10,0,2023,11,10,41
Charkhi Dadri,Haryana,2023-11-10,0,2023,11,10,41
Faridabad,Haryana,2023-11-10,0,2023,11,10,41
Fatehabad,Haryana,2023-11-10,0,2023,11,10,41
Gurugram,Haryana,2023-11-10,0,2023,11,10,41
Hisar,Haryana,2023-11-10,1,2023,11,10,41
Jhajjar,Haryana,2023-11-10,0,2023,11,10,41
Jind,Haryana,2023-11-10,0,2023,11,10,41
Kaithal,Haryana,2023-11-10,0,2023,11,10,41
Karnal,Haryana,2023-11-10,0,2023,11,10,41
Kurukshetra,Haryana,2023-11-10,0,2023,11,10,41
Mahendragarh,Haryana,2023-11-10,0,2023,11,10,41
Nuh,Haryana,2023-11-10,0,2023,11,10,41
Palwal,Haryana,2023-11-10,2,2023,11,10,41
Panchkula,Haryana,2023-11-10,0,2023,11,10,41
Panipat,Haryana,2023-11-10,5,2023,11,10,41
Rewari,Haryana,2023-11-10,0,2023,11,10,41
Rohtak,Haryana,2023-11-10,0,2023,11,10,41
Sirsa,Haryana,2023-11-10,1,2023,11,10,41
Sonipat,Haryana,2023-11-10,1,2023,11,10,41
Yamunanagar,Haryana,2023-11-10,0,2023,11,10,41
Amritsar,Punjab,2023-11-10,0,2023,11,10,41
Barnala,Punjab,2023-11-10,0,2023,11,10,41
Bathinda,Punjab,2023-11-10,8,2023,11,10,41
Faridkot,Punjab,2023-11-10,3,2023,11,10,41
Fatehgarh Sahib,Punjab,2023-11-10,0,2023,11,10,41
Fazilka,Punjab,2023-11-10,1,2023,11,10,41
Ferozepur,Punjab,2023-11-10,1,2023,11,10,41
Gurdaspur,Punjab,2023-11-10,0,2023,11,10,41
Hoshiarpur,Punjab,2023-11-10,0,2023,11,10,41
Jalandhar,Punjab,2023-11-10,0,2023,11,10,41
Kapurthala,Punjab,2023-11-10,0,2023,11,10,41
Ludhiana,Punjab,2023-11-10,2,2023,11,10,41
Malerkotla,Punjab,2023-11-10,0,2023,11,10,41
Mansa,Punjab,2023-11-10,0,2023,11,10,41
Moga,Punjab,2023-11-10,13,2023,11,10,41
Pathankot,Punjab,2023-11-10,0,2023,11,10,41
Patiala,Punjab,2023-11-10,0,2023,11,10,41
Rupnagar,Punjab,2023-11-10,0,2023,11,10,41
S A S Nagar,Punjab,2023-11-10,0,2023,11,10,41
Sangrur,Punjab,2023-11-10,1,2023,11,10,41
Shahid Bhagat Singh Nagar,Punjab,2023-11-10,0,2023,11,10,41
Sri Muktsar Sahib,Punjab,2023-11-10,0,2023,11,10,41
Tarn Taran,Punjab,2023-11-10,0,2023,11,10,41
Ambala,Haryana,2023-11-11,2,2023,11,11,42
Bhiwani,Haryana,2023-11-11,0,2023,11,11,42
Charkhi Dadri,Haryana,2023-11-11,0,2023,11,11,42
Faridabad,Haryana,2023-11-11,0,2023,11,11,42
Fatehabad,Haryana,2023-11-11,24,2023,11,11,42
Gurugram,Haryana,2023-11-11,0,2023,11,11,42
Hisar,Haryana,2023-11-11,0,2023,11,11,42
Jhajjar,Haryana,2023-11-11,0,2023,11,11,42
Jind,Haryana,2023-11-11,8,2023,11,11,42
Kaithal,Haryana,2023-11-11,4,2023,11,11,42
Karnal,Haryana,2023-11-11,3,2023,11,11,42
Kurukshetra,Haryana,2023-11-11,1,2023,11,11,42
Mahendragarh,Haryana,2023-11-11,0,2023,11,11,42
Nuh,Haryana,2023-11-11,0,2023,11,11,42
Palwal,Haryana,2023-11-11,0,2023,11,11,42
Panchkula,Haryana,2023-11-11,0,2023,11,11,42
Panipat,Haryana,2023-11-11,4,2023,11,11,42
Rewari,Haryana,2023-11-11,8,2023,11,11,42
Rohtak,Haryana,2023-11-11,0,2023,11,11,42
Sirsa,Haryana,2023-11-11,13,2023,11,11,42
Sonipat,Haryana,2023-11-11,0,2023,11,11,42
Yamunanagar,Haryana,2023-11-11,0,2023,11,11,42
Amritsar,Punjab,2023-11-11,0,2023,11,11,42
Barnala,Punjab,2023-11-11,1,2023,11,11,42
Bathinda,Punjab,2023-11-11,11,2023,11,11,42
Faridkot,Punjab,2023-11-11,0,2023,11,11,42
Fatehgarh Sahib,Punjab,2023-11-11,9,2023,11,11,42
Fazilka,Punjab,2023-11-11,20,2023,11,11,42
Ferozepur,Punjab,2023-11-11,0,2023,11,11,42
Gurdaspur,Punjab,2023-11-11,0,2023,11,11,42
Hoshiarpur,Punjab,2023-11-11,0,2023,11,11,42
Jalandhar,Punjab,2023-11-11,0,2023,11,11,42
Kapurthala,Punjab,2023-11-11,1,2023,11,11,42
Ludhiana,Punjab,2023-11-11,5,2023,11,11,42
Malerkotla,Punjab,2023-11-11,3,2023,11,11,42
Mansa,Punjab,2023-11-11,39,2023,11,11,42
Moga,Punjab,2023-11-11,0,2023,11,11,42
Pathankot,Punjab,2023-11-11,0,2023,11,11,42
Patiala,Punjab,2023-11-11,7,2023,11,11,42
Rupnagar,Punjab,2023-11-11,0,2023,11,11,42
S A S Nagar,Punjab,2023-11-11,0,2023,11,11,42
Sangrur,Punjab,2023-11-11,86,2023,11,11,42
Shahid Bhagat Singh Nagar,Punjab,2023-11-11,0,2023,11,11,42
Sri Muktsar Sahib,Punjab,2023-11-11,10,2023,11,11,42
Tarn Taran,Punjab,2023-11-11,0,2023,11,11,42
Ambala,Haryana,2023-11-12,1,2023,11,12,43
Bhiwani,Haryana,2023-11-12,1,2023,11,12,43
Charkhi Dadri,Haryana,2023-11-12,0,2023,11,12,43
Faridabad,Haryana,2023-11-12,0,2023,11,12,43
Fatehabad,Haryana,2023-11-12,103,2023,11,12,43
Gurugram,Haryana,2023-11-12,0,2023,11,12,43
Hisar,Haryana,2023-11-12,12,2023,11,12,43
Jhajjar,Haryana,2023-11-12,1,2023,11,12,43
Jind,Haryana,2023-11-12,69,2023,11,12,43
Kaithal,Haryana,2023-11-12,20,2023,11,12,43
Karnal,Haryana,2023-11-12,8,2023,11,12,43
Kurukshetra,Haryana,2023-11-12,1,2023,11,12,43
Mahendragarh,Haryana,2023-11-12,1,2023,11,12,43
Nuh,Haryana,2023-11-12,0,2023,11,12,43
Palwal,Haryana,2023-11-12,0,2023,11,12,43
Panchkula,Haryana,2023-11-12,0,2023,11,12,43
Panipat,Haryana,2023-11-12,2,2023,11,12,43
Rewari,Haryana,2023-11-12,0,2023,11,12,43
Rohtak,Haryana,2023-11-12,3,2023,11,12,43
Sirsa,Haryana,2023-11-12,60,2023,11,12,43
Sonipat,Haryana,2023-11-12,8,2023,11,12,43
Yamunanagar,Haryana,2023-11-12,5,2023,11,12,43
Amritsar,Punjab,2023-11-12,2,2023,11,12,43
Barnala,Punjab,2023-11-12,124,2023,11,12,43
Bathinda,Punjab,2023-11-12,202,2023,11,12,43
Faridkot,Punjab,2023-11-12,57,2023,11,12,43
Fatehgarh Sahib,Punjab,2023-11-12,61,2023,11,12,43
Fazilka,Punjab,2023-11-12,143,2023,11,12,43
Ferozepur,Punjab,2023-11-12,37,2023,11,12,43
Gurdaspur,Punjab,2023-11-12,0,2023,11,12,43
Hoshiarpur,Punjab,2023-11-12,4,2023,11,12,43
Jalandhar,Punjab,2023-11-12,4,2023,11,12,43
Kapurthala,Punjab,2023-11-12,0,2023,11,12,43
Ludhiana,Punjab,2023-11-12,262,2023,11,12,43
Malerkotla,Punjab,2023-11-12,87,2023,11,12,43
Mansa,Punjab,2023-11-12,124,2023,11,12,43
Moga,Punjab,2023-11-12,112,2023,11,12,43
Pathankot,Punjab,2023-11-12,0,2023,11,12,43
Patiala,Punjab,2023-11-12,116,2023,11,12,43
Rupnagar,Punjab,2023-11-12,0,2023,11,12,43
S A S Nagar,Punjab,2023-11-12,0,2023,11,12,43
Sangrur,Punjab,2023-11-12,605,2023,11,12,43
Shahid Bhagat Singh Nagar,Punjab,2023-11-12,11,2023,11,12,43
Sri Muktsar Sahib,Punjab,2023-11-12,152,2023,11,12,43
Tarn Taran,Punjab,2023-11-12,4,2023,11,12,43
Ambala,Haryana,2023-11-13,2,2023,11,13,44
Bhiwani,Haryana,2023-11-13,0,2023,11,13,44
Charkhi Dadri,Haryana,2023-11-13,0,2023,11,13,44
Faridabad,Haryana,2023-11-13,0,2023,11,13,44
Fatehabad,Haryana,2023-11-13,53,2023,11,13,44
Gurugram,Haryana,2023-11-13,0,2023,11,13,44
Hisar,Haryana,2023-11-13,3,2023,11,13,44
Jhajjar,Haryana,2023-11-13,1,2023,11,13,44
Jind,Haryana,2023-11-13,22,2023,11,13,44
Kaithal,Haryana,2023-11-13,12,2023,11,13,44
Karnal,Haryana,2023-11-13,2,2023,11,13,44
Kurukshetra,Haryana,2023-11-13,1,2023,11,13,44
Mahendragarh,Haryana,2023-11-13,0,2023,11,13,44
Nuh,Haryana,2023-11-13,0,2023,11,13,44
Palwal,Haryana,2023-11-13,0,2023,11,13,44
Panchkula,Haryana,2023-11-13,0,2023,11,13,44
Panipat,Haryana,2023-11-13,1,2023,11,13,44
Rewari,Haryana,2023-11-13,0,2023,11,13,44
Rohtak,Haryana,2023-11-13,5,2023,11,13,44
Sirsa,Haryana,2023-11-13,33,2023,11,13,44
Sonipat,Haryana,2023-11-13,3,2023,11,13,44
Yamunanagar,Haryana,2023-11-13,5,2023,11,13,44
Amritsar,Punjab,2023-11-13,30,2023,11,13,44
Barnala,Punjab,2023-11-13,346,2023,11,13,44
Bathinda,Punjab,2023-11-13,542,2023,11,13,44
Faridkot,Punjab,2023-11-13,192,2023,11,13,44
Fatehgarh Sahib,Punjab,2023-11-13,20,2023,11,13,44
Fazilka,Punjab,2023-11-13,213,2023,11,13,44
Ferozepur,Punjab,2023-11-13,141,2023,11,13,44
Gurdaspur,Punjab,2023-11-13,0,2023,11,13,44
Hoshiarpur,Punjab,2023-11-13,3,2023,11,13,44
Jalandhar,Punjab,2023-11-13,46,2023,11,13,44
Kapurthala,Punjab,2023-11-13,5,2023,11,13,44
Ludhiana,Punjab,2023-11-13,98,2023,11,13,44
Malerkotla,Punjab,2023-11-13,44,2023,11,13,44
Mansa,Punjab,2023-11-13,207,2023,11,13,44
Moga,Punjab,2023-11-13,257,2023,11,13,44
Pathankot,Punjab,2023-11-13,0,2023,11,13,44
Patiala,Punjab,2023-11-13,92,2023,11,13,44
Rupnagar,Punjab,2023-11-13,0,2023,11,13,44
S A S Nagar,Punjab,2023-11-13,1,2023,11,13,44
Sangrur,Punjab,2023-11-13,474,2023,11,13,44
Shahid Bhagat Singh Nagar,Punjab,2023-11-13,7,2023,11,13,44
Sri Muktsar Sahib,Punjab,2023-11-13,280,2023,11,13,44
Tarn Taran,Punjab,2023-11-13,6,2023,11,13,44
Ambala,Haryana,2023-11-14,3,2023,11,14,45
Bhiwani,Haryana,2023-11-14,5,2023,11,14,45
Charkhi Dadri,Haryana,2023-11-14,0,2023,11,14,45
Faridabad,Haryana,2023-11-14,0,2023,11,14,45
Fatehabad,Haryana,2023-11-14,15,2023,11,14,45
Gurugram,Haryana,2023-11-14,3,2023,11,14,45
Hisar,Haryana,2023-11-14,8,2023,11,14,45
Jhajjar,Haryana,2023-11-14,0,2023,11,14,45
Jind,Haryana,2023-11-14,19,2023,11,14,45
Kaithal,Haryana,2023-11-14,5,2023,11,14,45
Karnal,Haryana,2023-11-14,2,2023,11,14,45
Kurukshetra,Haryana,2023-11-14,0,2023,11,14,45
Mahendragarh,Haryana,2023-11-14,0,2023,11,14,45
Nuh,Haryana,2023-11-14,0,2023,11,14,45
Palwal,Haryana,2023-11-14,0,2023,11,14,45
Panchkula,Haryana,2023-11-14,0,2023,11,14,45
Panipat,Haryana,2023-11-14,0,2023,11,14,45
Rewari,Haryana,2023-11-14,0,2023,11,14,45
Rohtak,Haryana,2023-11-14,3,2023,11,14,45
Sirsa,Haryana,2023-11-14,9,2023,11,14,45
Sonipat,Haryana,2023-11-14,1,2023,11,14,45
Yamunanagar,Haryana,2023-11-14,0,2023,11,14,45
Amritsar,Punjab,2023-11-14,29,2023,11,14,45
Barnala,Punjab,2023-11-14,486,2023,11,14,45
Bathinda,Punjab,2023-11-14,563,2023,11,14,45
Faridkot,Punjab,2023-11-14,264,2023,11,14,45
Fatehgarh Sahib,Punjab,2023-11-14,10,2023,11,14,45
Fazilka,Punjab,2023-11-14,230,2023,11,14,45
Ferozepur,Punjab,2023-11-14,321,2023,11,14,45
Gurdaspur,Punjab,2023-11-14,5,2023,11,14,45
Hoshiarpur,Punjab,2023-11-14,4,2023,11,14,45
Jalandhar,Punjab,2023-11-14,74,2023,11,14,45
Kapurthala,Punjab,2023-11-14,21,2023,11,14,45
Ludhiana,Punjab,2023-11-14,159,2023,11,14,45
Malerkotla,Punjab,2023-11-14,41,2023,11,14,45
Mansa,Punjab,2023-11-14,131,2023,11,14,45
Moga,Punjab,2023-11-14,391,2023,11,14,45
Pathankot,Punjab,2023-11-14,0,2023,11,14,45
Patiala,Punjab,2023-11-14,110,2023,11,14,45
Rupnagar,Punjab,2023-11-14,1,2023,11,14,45
S A S Nagar,Punjab,2023-11-14,0,2023,11,14,45
Sangrur,Punjab,2023-11-14,411,2023,11,14,45
Shahid Bhagat Singh Nagar,Punjab,2023-11-14,12,2023,11,14,45
Sri Muktsar Sahib,Punjab,2023-11-14,269,2023,11,14,45
Tarn Taran,Punjab,2023-11-14,17,2023,11,14,45
Ambala,Haryana,2023-11-15,0,2023,11,15,46
Bhiwani,Haryana,2023-11-15,0,2023,11,15,46
Charkhi Dadri,Haryana,2023-11-15,0,2023,11,15,46
Faridabad,Haryana,2023-11-15,0,2023,11,15,46
Fatehabad,Haryana,2023-11-15,40,2023,11,15,46
Gurugram,Haryana,2023-11-15,0,2023,11,15,46
Hisar,Haryana,2023-11-15,6,2023,11,15,46
Jhajjar,Haryana,2023-11-15,1,2023,11,15,46
Jind,Haryana,2023-11-15,17,2023,11,15,46
Kaithal,Haryana,2023-11-15,12,2023,11,15,46
Karnal,Haryana,2023-11-15,8,2023,11,15,46
Kurukshetra,Haryana,2023-11-15,2,2023,11,15,46
Mahendragarh,Haryana,2023-11-15,0,2023,11,15,46
Nuh,Haryana,2023-11-15,0,2023,11,15,46
Palwal,Haryana,2023-11-15,0,2023,11,15,46
Panchkula,Haryana,2023-11-15,0,2023,11,15,46
Panipat,Haryana,2023-11-15,0,2023,11,15,46
Rewari,Haryana,2023-11-15,0,2023,11,15,46
Rohtak,Haryana,2023-11-15,10,2023,11,15,46
Sirsa,Haryana,2023-11-15,19,2023,11,15,46
Sonipat,Haryana,2023-11-15,1,2023,11,15,46
Yamunanagar,Haryana,2023-11-15,4,2023,11,15,46
Amritsar,Punjab,2023-11-15,33,2023,11,15,46
Barnala,Punjab,2023-11-15,400,2023,11,15,46
Bathinda,Punjab,2023-11-15,461,2023,11,15,46
Faridkot,Punjab,2023-11-15,240,2023,11,15,46
Fatehgarh Sahib,Punjab,2023-11-15,14,2023,11,15,46
Fazilka,Punjab,2023-11-15,177,2023,11,15,46
Ferozepur,Punjab,2023-11-15,285,2023,11,15,46
Gurdaspur,Punjab,2023-11-15,3,2023,11,15,46
Hoshiarpur,Punjab,2023-11-15,7,2023,11,15,46
Jalandhar,Punjab,2023-11-15,85,2023,11,15,46
Kapurthala,Punjab,2023-11-15,15,2023,11,15,46
Ludhiana,Punjab,2023-11-15,175,2023,11,15,46
Malerkotla,Punjab,2023-11-15,40,2023,11,15,46
Mansa,Punjab,2023-11-15,89,2023,11,15,46
Moga,Punjab,2023-11-15,366,2023,11,15,46
Pathankot,Punjab,2023-11-15,0,2023,11,15,46
Patiala,Punjab,2023-11-15,91,2023,11,15,46
Rupnagar,Punjab,2023-11-15,0,2023,11,15,46
S A S Nagar,Punjab,2023-11-15,1,2023,11,15,46
Sangrur,Punjab,2023-11-15,369,2023,11,15,46
Shahid Bhagat Singh Nagar,Punjab,2023-11-15,13,2023,11,15,46
Sri Muktsar Sahib,Punjab,2023-11-15,170,2023,11,15,46
Tarn Taran,Punjab,2023-11-15,29,2023,11,15,46
Ambala,Haryana,2023-11-16,0,2023,11,16,47
Bhiwani,Haryana,2023-11-16,0,2023,11,16,47
Charkhi Dadri,Haryana,2023-11-16,0,2023,11,16,47
Faridabad,Haryana,2023-11-16,0,2023,11,16,47
Fatehabad,Haryana,2023-11-16,33,2023,11,16,47
Gurugram,Haryana,2023-11-16,0,2023,11,16,47
Hisar,Haryana,2023-11-16,3,2023,11,16,47
Jhajjar,Haryana,2023-11-16,0,2023,11,16,47
Jind,Haryana,2023-11-16,24,2023,11,16,47
Kaithal,Haryana,2023-11-16,4,2023,11,16,47
Karnal,Haryana,2023-11-16,12,2023,11,16,47
Kurukshetra,Haryana,2023-11-16,1,2023,11,16,47
Mahendragarh,Haryana,2023-11-16,0,2023,11,16,47
Nuh,Haryana,2023-11-16,0,2023,11,16,47
Palwal,Haryana,2023-11-16,0,2023,11,16,47
Panchkula,Haryana,2023-11-16,0,2023,11,16,47
Panipat,Haryana,2023-11-16,4,2023,11,16,47
Rewari,Haryana,2023-11-16,0,2023,11,16,47
Rohtak,Haryana,2023-11-16,5,2023,11,16,47
Sirsa,Haryana,2023-11-16,20,2023,11,16,47
Sonipat,Haryana,2023-11-16,6,2023,11,16,47
Yamunanagar,Haryana,2023-11-16,0,2023,11,16,47
Amritsar,Punjab,2023-11-16,22,2023,11,16,47
Barnala,Punjab,2023-11-16,290,2023,11,16,47
Bathinda,Punjab,2023-11-16,360,2023,11,16,47
Faridkot,Punjab,2023-11-16,155,2023,11,16,47
Fatehgarh Sahib,Punjab,2023-11-16,14,2023,11,16,47
Fazilka,Punjab,2023-11-16,159,2023,11,16,47
Ferozepur,Punjab,2023-11-16,159,2023,11,16,47
Gurdaspur,Punjab,2023-11-16,4,2023,11,16,47
Hoshiarpur,Punjab,2023-11-16,6,2023,11,16,47
Jalandhar,Punjab,2023-11-16,81,2023,11,16,47
Kapurthala,Punjab,2023-11-16,26,2023,11,16,47
Ludhiana,Punjab,2023-11-16,181,2023,11,16,47
Malerkotla,Punjab,2023-11-16,35,2023,11,16,47
Mansa,Punjab,2023-11-16,59,2023,11,16,47
Moga,Punjab,2023-11-16,370,2023,11,16,47
Pathankot,Punjab,2023-11-16,1,2023,11,16,47
Patiala,Punjab,2023-11-16,55,2023,11,16,47
Rupnagar,Punjab,2023-11-16,1,2023,11,16,47
S A S Nagar,Punjab,2023-11-16,0,2023,11,16,47
Sangrur,Punjab,2023-11-16,324,2023,11,16,47
Shahid Bhagat Singh Nagar,Punjab,2023-11-16,9,2023,11,16,47
Sri Muktsar Sahib,Punjab,2023-11-16,106,2023,11,16,47
Tarn Taran,Punjab,2023-11-16,17,2023,11,16,47
Ambala,Haryana,2023-11-17,1,2023,11,17,48
Bhiwani,Haryana,2023-11-17,0,2023,11,17,48
Charkhi Dadri,Haryana,2023-11-17,1,2023,11,17,48
Faridabad,Haryana,2023-11-17,0,2023,11,17,48
Fatehabad,Haryana,2023-11-17,34,2023,11,17,48
Gurugram,Haryana,2023-11-17,0,2023,11,17,48
Hisar,Haryana,2023-11-17,9,2023,11,17,48
Jhajjar,Haryana,2023-11-17,2,2023,11,17,48
Jind,Haryana,2023-11-17,9,2023,11,17,48
Kaithal,Haryana,2023-11-17,8,2023,11,17,48
Karnal,Haryana,2023-11-17,5,2023,11,17,48
Kurukshetra,Haryana,2023-11-17,0,2023,11,17,48
Mahendragarh,Haryana,2023-11-17,0,2023,11,17,48
Nuh,Haryana,2023-11-17,0,2023,11,17,48
Palwal,Haryana,2023-11-17,0,2023,11,17,48
Panchkula,Haryana,2023-11-17,0,2023,11,17,48
Panipat,Haryana,2023-11-17,0,2023,11,17,48
Rewari,Haryana,2023-11-17,0,2023,11,17,48
Rohtak,Haryana,2023-11-17,6,2023,11,17,48
Sirsa,Haryana,2023-11-17,9,2023,11,17,48
Sonipat,Haryana,2023-11-17,5,2023,11,17,48
Yamunanagar,Haryana,2023-11-17,4,2023,11,17,48
Amritsar,Punjab,2023-11-17,20,2023,11,17,48
Barnala,Punjab,2023-11-17,183,2023,11,17,48
Bathinda,Punjab,2023-11-17,156,2023,11,17,48
Faridkot,Punjab,2023-11-17,126,2023,11,17,48
Fatehgarh Sahib,Punjab,2023-11-17,3,2023,11,17,48
Fazilka,Punjab,2023-11-17,147,2023,11,17,48
Ferozepur,Punjab,2023-11-17,203,2023,11,17,48
Gurdaspur,Punjab,2023-11-17,4,2023,11,17,48
Hoshiarpur,Punjab,2023-11-17,2,2023,11,17,48
Jalandhar,Punjab,2023-11-17,64,2023,11,17,48
Kapurthala,Punjab,2023-11-17,39,2023,11,17,48
Ludhiana,Punjab,2023-11-17,124,2023,11,17,48
Malerkotla,Punjab,2023-11-17,31,2023,11,17,48
Mansa,Punjab,2023-11-17,25,2023,11,17,48
Moga,Punjab,2023-11-17,329,2023,11,17,48
Pathankot,Punjab,2023-11-17,0,2023,11,17,48
Patiala,Punjab,2023-11-17,51,2023,11,17,48
Rupnagar,Punjab,2023-11-17,1,2023,11,17,48
S A S Nagar,Punjab,2023-11-17,0,2023,11,17,48
Sangrur,Punjab,2023-11-17,183,2023,11,17,48
Shahid Bhagat Singh Nagar,Punjab,2023-11-17,8,2023,11,17,48
Sri Muktsar Sahib,Punjab,2023-11-17,125,2023,11,17,48
Tarn Taran,Punjab,2023-11-17,29,2023,11,17,48
Ambala,Haryana,2023-11-18,2,2023,11,18,49
Bhiwani,Haryana,2023-11-18,3,2023,11,18,49
Charkhi Dadri,Haryana,2023-11-18,0,2023,11,18,49
Faridabad,Haryana,2023-11-18,1,2023,11,18,49
Fatehabad,Haryana,2023-11-18,16,2023,11,18,49
Gurugram,Haryana,2023-11-18,0,2023,11,18,49
Hisar,Haryana,2023-11-18,7,2023,11,18,49
Jhajjar,Haryana,2023-11-18,11,2023,11,18,49
Jind,Haryana,2023-11-18,12,2023,11,18,49
Kaithal,Haryana,2023-11-18,2,2023,11,18,49
Karnal,Haryana,2023-11-18,0,2023,11,18,49
Kurukshetra,Haryana,2023-11-18,0,2023,11,18,49
Mahendragarh,Haryana,2023-11-18,0,2023,11,18,49
Nuh,Haryana,2023-11-18,0,2023,11,18,49
Palwal,Haryana,2023-11-18,0,2023,11,18,49
Panchkula,Haryana,2023-11-18,0,2023,11,18,49
Panipat,Haryana,2023-11-18,4,2023,11,18,49
Rewari,Haryana,2023-11-18,0,2023,11,18,49
Rohtak,Haryana,2023-11-18,13,2023,11,18,49
Sirsa,Haryana,2023-11-18,8,2023,11,18,49
Sonipat,Haryana,2023-11-18,6,2023,11,18,49
Yamunanagar,Haryana,2023-11-18,3,2023,11,18,49
Amritsar,Punjab,2023-11-18,13,2023,11,18,49
Barnala,Punjab,2023-11-18,114,2023,11,18,49
Bathinda,Punjab,2023-11-18,135,2023,11,18,49
Faridkot,Punjab,2023-11-18,62,2023,11,18,49
Fatehgarh Sahib,Punjab,2023-11-18,17,2023,11,18,49
Fazilka,Punjab,2023-11-18,214,2023,11,18,49
Ferozepur,Punjab,2023-11-18,143,2023,11,18,49
Gurdaspur,Punjab,2023-11-18,1,2023,11,18,49
Hoshiarpur,Punjab,2023-11-18,5,2023,11,18,49
Jalandhar,Punjab,2023-11-18,27,2023,11,18,49
Kapurthala,Punjab,2023-11-18,14,2023,11,18,49
Ludhiana,Punjab,2023-11-18,48,2023,11,18,49
Malerkotla,Punjab,2023-11-18,18,2023,11,18,49
Mansa,Punjab,2023-11-18,18,2023,11,18,49
Moga,Punjab,2023-11-18,243,2023,11,18,49
Pathankot,Punjab,2023-11-18,0,2023,11,18,49
Patiala,Punjab,2023-11-18,30,2023,11,18,49
Rupnagar,Punjab,2023-11-18,0,2023,11,18,49
S A S Nagar,Punjab,2023-11-18,0,2023,11,18,49
Sangrur,Punjab,2023-11-18,83,2023,11,18,49
Shahid Bhagat Singh Nagar,Punjab,2023-11-18,5,2023,11,18,49
Sri Muktsar Sahib,Punjab,2023-11-18,96,2023,11,18,49
Tarn Taran,Punjab,2023-11-18,26,2023,11,18,49
Ambala,Haryana,2023-11-19,1,2023,11,19,50
Bhiwani,Haryana,2023-11-19,1,2023,11,19,50
Charkhi Dadri,Haryana,2023-11-19,3,2023,11,19,50
Faridabad,Haryana,2023-11-19,0,2023,11,19,50
Fatehabad,Haryana,2023-11-19,30,2023,11,19,50
Gurugram,Haryana,2023-11-19,0,2023,11,19,50
Hisar,Haryana,2023-11-19,14,2023,11,19,50
Jhajjar,Haryana,2023-11-19,0,2023,11,19,50
Jind,Haryana,2023-11-19,17,2023,11,19,50
Kaithal,Haryana,2023-11-19,6,2023,11,19,50
Karnal,Haryana,2023-11-19,0,2023,11,19,50
Kurukshetra,Haryana,2023-11-19,0,2023,11,19,50
Mahendragarh,Haryana,2023-11-19,1,2023,11,19,50
Nuh,Haryana,2023-11-19,0,2023,11,19,50
Palwal,Haryana,2023-11-19,0,2023,11,19,50
Panchkula,Haryana,2023-11-19,0,2023,11,19,50
Panipat,Haryana,2023-11-19,15,2023,11,19,50
Rewari,Haryana,2023-11-19,0,2023,11,19,50
Rohtak,Haryana,2023-11-19,23,2023,11,19,50
Sirsa,Haryana,2023-11-19,23,2023,11,19,50
Sonipat,Haryana,2023-11-19,7,2023,11,19,50
Yamunanagar,Haryana,2023-11-19,3,2023,11,19,50
Amritsar,Punjab,2023-11-19,38,2023,11,19,50
Barnala,Punjab,2023-11-19,116,2023,11,19,50
Bathinda,Punjab,2023-11-19,117,2023,11,19,50
Faridkot,Punjab,2023-11-19,126,2023,11,19,50
Fatehgarh Sahib,Punjab,2023-11-19,13,2023,11,19,50
Fazilka,Punjab,2023-11-19,256,2023,11,19,50
Ferozepur,Punjab,2023-11-19,167,2023,11,19,50
