date,state,district,fire_count
2024-11-07,Punjab,Fatehgarh Sahib,15
2024-11-07,Punjab,Fazilka,5
2024-11-07,Punjab,Ferozepur,108
2024-11-07,Punjab,Gurdaspur,9
2024-11-07,Punjab,Hoshiarpur,8
2024-11-07,Punjab,Jalandhar,7
2024-11-07,Punjab,Kapurthala,25
2024-11-07,Punjab,Ludhiana,19
2024-11-07,Punjab,Malerkotla,16
2024-11-07,Punjab,Mansa,55
2024-11-07,Punjab,Moga,48
2024-11-07,Punjab,Pathankot,1
2024-11-07,Punjab,Patiala,32
2024-11-07,Punjab,S A S Nagar,2
2024-11-07,Punjab,Sangrur,276
2024-11-07,Punjab,Shahid Bhagat Singh Nagar,5
2024-11-07,Punjab,Sri Muktsar Sahib,66
2024-11-07,Punjab,Tarn Taran,29
2024-11-08,Haryana,Ambala,1
2024-11-08,Haryana,Bhiwani,3
2024-11-08,Haryana,Faridabad,2
2024-11-08,Haryana,Fatehabad,11
2024-11-08,Haryana,Hisar,13
2024-11-08,Haryana,Jhajjar,1
2024-11-08,Haryana,Jind,29
2024-11-08,Haryana,Kaithal,15
2024-11-08,Haryana,Kurukshetra,2
2024-11-08,Haryana,Rewari,1
2024-11-08,Haryana,Rohtak,2
2024-11-08,Haryana,Sirsa,21
2024-11-08,Haryana,Sonipat,1
2024-11-08,Haryana,Yamunanagar,1
2024-11-08,Punjab,Amritsar,11
2024-11-08,Punjab,Barnala,24
2024-11-08,Punjab,Bathinda,126
2024-11-08,Punjab,Faridkot,52
2024-11-08,Punjab,Fatehgarh Sahib,13
2024-11-08,Punjab,Fazilka,8
2024-11-08,Punjab,Ferozepur,129
2024-11-08,Punjab,Gurdaspur,10
2024-11-08,Punjab,Hoshiarpur,3
2024-11-08,Punjab,Jalandhar,12
2024-11-08,Punjab,Kapurthala,26
2024-11-08,Punjab,Ludhiana,22
2024-11-08,Punjab,Malerkotla,17
2024-11-08,Punjab,Mansa,90
2024-11-08,Punjab,Moga,80
2024-11-08,Punjab,Pathankot,1
2024-11-08,Punjab,Patiala,39
2024-11-08,Punjab,Rupnagar,1
2024-11-08,Punjab,Sangrur,329
2024-11-08,Punjab,Sri Muktsar Sahib,85
2024-11-08,Punjab,Tarn Taran,25
2024-11-09,Haryana,Ambala,2
2024-11-09,Haryana,Bhiwani,3
2024-11-09,Haryana,Faridabad,5
2024-11-09,Haryana,Fatehabad,18
2024-11-09,Haryana,Hisar,11
2024-11-09,Haryana,Jhajjar,4
2024-11-09,Haryana,Jind,21
2024-11-09,Haryana,Kaithal,3
2024-11-09,Haryana,Karnal,2
2024-11-09,Haryana,Mahendragarh,1
2024-11-09,Haryana,Palwal,4
2024-11-09,Haryana,Panipat,2
2024-11-09,Haryana,Rohtak,4
2024-11-09,Haryana,Sirsa,23
2024-11-09,Haryana,Sonipat,9
2024-11-09,Haryana,Yamunanagar,1
2024-11-09,Punjab,Amritsar,7
2024-11-09,Punjab,Barnala,35
2024-11-09,Punjab,Bathinda,57
2024-11-09,Punjab,Faridkot,43
2024-11-09,Punjab,Fatehgarh Sahib,27
2024-11-09,Punjab,Fazilka,5
2024-11-09,Punjab,Ferozepur,64
2024-11-09,Punjab,Gurdaspur,3
2024-11-09,Punjab,Hoshiarpur,5
2024-11-09,Punjab,Jalandhar,13
2024-11-09,Punjab,Kapurthala,13
2024-11-09,Punjab,Ludhiana,30
2024-11-09,Punjab,Malerkotla,39
2024-11-09,Punjab,Mansa,73
2024-11-09,Punjab,Moga,63
2024-11-09,Punjab,Pathankot,1
2024-11-09,Punjab,Patiala,58
2024-11-09,Punjab,Rupnagar,1
2024-11-09,Punjab,S A S Nagar,3
2024-11-09,Punjab,Sangrur,389
2024-11-09,Punjab,Shahid Bhagat Singh Nagar,3
2024-11-09,Punjab,Sri Muktsar Sahib,37
2024-11-09,Punjab,Tarn Taran,14
2024-11-10,Haryana,Faridabad,2
2024-11-10,Haryana,Fatehabad,10
2024-11-10,Haryana,Hisar,3
2024-11-10,Haryana,Jhajjar,5
2024-11-10,Haryana,Jind,11
2024-11-10,Haryana,Kaithal,8
2024-11-10,Haryana,Kurukshetra,4
2024-11-10,Haryana,Palwal,1
2024-11-10,Haryana,Panchkula,1
2024-11-10,Haryana,Panipat,1
2024-11-10,Haryana,Sirsa,7
2024-11-10,Punjab,Amritsar,2
2024-11-10,Punjab,Barnala,6
2024-11-10,Punjab,Bathinda,18
2024-11-10,Punjab,Faridkot,15
2024-11-10,Punjab,Fatehgarh Sahib,7
2024-11-10,Punjab,Fazilka,3
2024-11-10,Punjab,Ferozepur,17
2024-11-10,Punjab,Gurdaspur,4
2024-11-10,Punjab,Hoshiarpur,1
2024-11-10,Punjab,Jalandhar,9
2024-11-10,Punjab,Kapurthala,7
2024-11-10,Punjab,Ludhiana,17
2024-11-10,Punjab,Malerkotla,11
2024-11-10,Punjab,Mansa,36
2024-11-10,Punjab,Moga,20
2024-11-10,Punjab,Patiala,9
2024-11-10,Punjab,S A S Nagar,3
2024-11-10,Punjab,Sangrur,122
2024-11-10,Punjab,Shahid Bhagat Singh Nagar,4
2024-11-10,Punjab,Sri Muktsar Sahib,32
2024-11-10,Punjab,Tarn Taran,7
2024-11-11,Haryana,Ambala,1
2024-11-11,Haryana,Faridabad,1
2024-11-11,Haryana,Fatehabad,6
2024-11-11,Haryana,Hisar,7
2024-11-11,Haryana,Jind,18
2024-11-11,Haryana,Kaithal,2
2024-11-11,Haryana,Karnal,2
2024-11-11,Haryana,Rohtak,1
2024-11-11,Haryana,Sirsa,4
2024-11-11,Punjab,Amritsar,1
2024-11-11,Punjab,Barnala,8
2024-11-11,Punjab,Bathinda,22
2024-11-11,Punjab,Faridkot,38
2024-11-11,Punjab,Fatehgarh Sahib,3
2024-11-11,Punjab,Fazilka,13
2024-11-11,Punjab,Ferozepur,80
2024-11-11,Punjab,Gurdaspur,1
2024-11-11,Punjab,Jalandhar,7
2024-11-11,Punjab,Kapurthala,5
2024-11-11,Punjab,Ludhiana,17
2024-11-11,Punjab,Malerkotla,10
2024-11-11,Punjab,Mansa,52
2024-11-11,Punjab,Moga,57
2024-11-11,Punjab,Pathankot,1
2024-11-11,Punjab,Patiala,10
2024-11-11,Punjab,S A S Nagar,1
2024-11-11,Punjab,Sangrur,131
2024-11-11,Punjab,Sri Muktsar Sahib,51
2024-11-11,Punjab,Tarn Taran,17
2024-11-12,Haryana,Ambala,1
2024-11-12,Haryana,Faridabad,4
2024-11-12,Haryana,Fatehabad,2
2024-11-12,Haryana,Hisar,4
2024-11-12,Haryana,Jhajjar,2
2024-11-12,Haryana,Jind,12
2024-11-12,Haryana,Kaithal,10
2024-11-12,Haryana,Karnal,3
2024-11-12,Haryana,Palwal,1
2024-11-12,Haryana,Panipat,1
2024-11-12,Haryana,Rewari,1
2024-11-12,Haryana,Rohtak,4
2024-11-12,Haryana,Sirsa,2
2024-11-12,Haryana,Sonipat,2
2024-11-12,Punjab,Amritsar,5
2024-11-12,Punjab,Bathinda,29
2024-11-12,Punjab,Faridkot,9
2024-11-12,Punjab,Fatehgarh Sahib,2
2024-11-12,Punjab,Fazilka,16
2024-11-12,Punjab,Gurdaspur,2
2024-11-12,Punjab,Jalandhar,2
2024-11-12,Punjab,Kapurthala,7
2024-11-12,Punjab,Ludhiana,9
2024-11-12,Punjab,Malerkotla,11
2024-11-12,Punjab,Mansa,3
2024-11-12,Punjab,Patiala,13
2024-11-12,Punjab,Sangrur,13
2024-11-12,Punjab,Shahid Bhagat Singh Nagar,1
2024-11-12,Punjab,Sri Muktsar Sahib,45
2024-11-13,Haryana,Ambala,1
2024-11-13,Haryana,Faridabad,4
2024-11-13,Haryana,Fatehabad,8
2024-11-13,Haryana,Hisar,1
2024-11-13,Haryana,Jhajjar,1
2024-11-13,Haryana,Kaithal,1
2024-11-13,Haryana,Palwal,2
2024-11-13,Haryana,Panchkula,1
2024-11-13,Haryana,Panipat,1
2024-11-13,Haryana,Rohtak,2
2024-11-13,Haryana,Sirsa,18
2024-11-13,Haryana,Sonipat,2
2024-11-13,Punjab,Amritsar,10
2024-11-13,Punjab,Barnala,16
2024-11-13,Punjab,Bathinda,87
2024-11-13,Punjab,Faridkot,99
2024-11-13,Punjab,Fatehgarh Sahib,3
2024-11-13,Punjab,Fazilka,13
2024-11-13,Punjab,Ferozepur,99
2024-11-13,Punjab,Kapurthala,11
2024-11-13,Punjab,Mansa,37
2024-11-13,Punjab,Moga,137
2024-11-13,Punjab,Sangrur,1
2024-11-13,Punjab,Sri Muktsar Sahib,85
2024-11-13,Punjab,Tarn Taran,64
2024-11-14,Haryana,Ambala,2
2024-11-14,Haryana,Faridabad,3
2024-11-14,Haryana,Fatehabad,2
2024-11-14,Haryana,Hisar,3
2024-11-14,Haryana,Jhajjar,4
2024-11-14,Haryana,Jind,2
2024-11-14,Haryana,Panipat,1
2024-11-14,Haryana,Rewari,1
2024-11-14,Haryana,Yamunanagar,1
2024-11-14,Punjab,Fatehgarh Sahib,6
2024-11-14,Punjab,Ferozepur,1
2024-11-14,Punjab,Jalandhar,2
2024-11-14,Punjab,Kapurthala,8
2024-11-14,Punjab,Ludhiana,7
2024-11-14,Punjab,Mansa,3
2024-11-14,Punjab,S A S Nagar,1
2024-11-14,Punjab,Sangrur,2
2024-11-14,Punjab,Shahid Bhagat Singh Nagar,4
2024-11-14,Punjab,Sri Muktsar Sahib,1
2024-11-14,Punjab,Tarn Taran,3
2024-11-15,Haryana,Bhiwani,2
2024-11-15,Haryana,Faridabad,4
2024-11-15,Haryana,Fatehabad,4
2024-11-15,Haryana,Jhajjar,2
2024-11-15,Haryana,Jind,4
2024-11-15,Haryana,Kaithal,5
2024-11-15,Haryana,Rohtak,3
2024-11-15,Haryana,Sirsa,20
2024-11-15,Haryana,Sonipat,3
2024-11-15,Haryana,Yamunanagar,3
2024-11-15,Punjab,Barnala,2
2024-11-15,Punjab,Bathinda,10
2024-11-15,Punjab,Fatehgarh Sahib,1
2024-11-15,Punjab,Fazilka,10
2024-11-15,Punjab,Gurdaspur,1
2024-11-15,Punjab,Hoshiarpur,2
2024-11-15,Punjab,Kapurthala,5
2024-11-15,Punjab,Ludhiana,3
2024-11-15,Punjab,Mansa,13
2024-11-15,Punjab,Patiala,19
2024-11-15,Punjab,Sangrur,83
2024-11-15,Punjab,Sri Muktsar Sahib,9
2024-11-16,Haryana,Hisar,1
2024-11-16,Haryana,Jhajjar,1
2024-11-16,Haryana,Jind,10
2024-11-16,Haryana,Kaithal,3
2024-11-16,Haryana,Karnal,1
2024-11-16,Haryana,Sonipat,2
2024-11-16,Haryana,Yamunanagar,1
2024-11-16,Punjab,Barnala,21
2024-11-16,Punjab,Bathinda,7
2024-11-16,Punjab,Fatehgarh Sahib,1
2024-11-16,Punjab,Fazilka,2
2024-11-16,Punjab,Ferozepur,21
2024-11-16,Punjab,Ludhiana,4
2024-11-16,Punjab,Malerkotla,6
2024-11-16,Punjab,Mansa,4
2024-11-16,Punjab,Moga,3
2024-11-16,Punjab,Patiala,20
2024-11-16,Punjab,Sangrur,57
2024-11-16,Punjab,Sri Muktsar Sahib,2
2024-11-17,Haryana,Fatehabad,1
2024-11-17,Haryana,Hisar,2
2024-11-17,Haryana,Jind,3
2024-11-17,Haryana,Panipat,3
2024-11-17,Haryana,Sirsa,22
2024-11-17,Haryana,Sonipat,2
2024-11-17,Punjab,Amritsar,30
2024-11-17,Punjab,Barnala,17
2024-11-17,Punjab,Bathinda,149
2024-11-17,Punjab,Faridkot,89
2024-11-17,Punjab,Fazilka,106
2024-11-17,Punjab,Ferozepur,159
2024-11-17,Punjab,Jalandhar,2
2024-11-17,Punjab,Kapurthala,16
2024-11-17,Punjab,Ludhiana,22
2024-11-17,Punjab,Malerkotla,3
2024-11-17,Punjab,Mansa,25
2024-11-17,Punjab,Moga,78
2024-11-17,Punjab,Patiala,4
2024-11-17,Punjab,Rupnagar,1
2024-11-17,Punjab,Sangrur,24
2024-11-17,Punjab,Shahid Bhagat Singh Nagar,1
2024-11-17,Punjab,Sri Muktsar Sahib,147
2024-11-17,Punjab,Tarn Taran,41
2024-11-18,Haryana,Faridabad,2
2024-11-18,Haryana,Fatehabad,19
2024-11-18,Haryana,Hisar,4
2024-11-18,Haryana,Jhajjar,2
2024-11-18,Haryana,Jind,6
2024-11-18,Haryana,Kurukshetra,1
2024-11-18,Haryana,Panchkula,1
2024-11-18,Haryana,Panipat,2
2024-11-18,Haryana,Sirsa,56
2024-11-18,Haryana,Sonipat,1
2024-11-18,Punjab,Amritsar,57
2024-11-18,Punjab,Barnala,68
2024-11-18,Punjab,Bathinda,197
2024-11-18,Punjab,Faridkot,149
2024-11-18,Punjab,Fatehgarh Sahib,8
2024-11-18,Punjab,Fazilka,120
2024-11-18,Punjab,Ferozepur,200
2024-11-18,Punjab,Gurdaspur,1
2024-11-18,Punjab,Jalandhar,47
2024-11-18,Punjab,Kapurthala,24
2024-11-18,Punjab,Ludhiana,81
2024-11-18,Punjab,Malerkotla,50
2024-11-18,Punjab,Mansa,67
2024-11-18,Punjab,Moga,226
2024-11-18,Punjab,Patiala,15
2024-11-18,Punjab,Rupnagar,2
2024-11-18,Punjab,Sangrur,108
2024-11-18,Punjab,Shahid Bhagat Singh Nagar,8
2024-11-18,Punjab,Sri Muktsar Sahib,422
2024-11-18,Punjab,Tarn Taran,101
2024-11-19,Haryana,Ambala,1
2024-11-19,Haryana,Faridabad,2
2024-11-19,Haryana,Fatehabad,16
2024-11-19,Haryana,Hisar,20
2024-11-19,Haryana,Jhajjar,2
2024-11-19,Haryana,Jind,29
2024-11-19,Haryana,Kaithal,8
2024-11-19,Haryana,Karnal,4
2024-11-19,Haryana,Kurukshetra,1
2024-11-19,Haryana,Nuh,1
2024-11-19,Haryana,Panipat,3
2024-11-19,Haryana,Rewari,1
2024-11-19,Haryana,Rohtak,4
2024-11-19,Haryana,Sirsa,36
2024-11-19,Haryana,Sonipat,4
2024-11-19,Haryana,Yamunanagar,2
2024-11-19,Punjab,Amritsar,36
2024-11-19,Punjab,Barnala,26
2024-11-19,Punjab,Bathinda,87
2024-11-19,Punjab,Faridkot,58
2024-11-19,Punjab,Fatehgarh Sahib,7
2024-11-19,Punjab,Fazilka,58
2024-11-19,Punjab,Ferozepur,60
2024-11-19,Punjab,Gurdaspur,6
2024-11-19,Punjab,Hoshiarpur,3
2024-11-19,Punjab,Jalandhar,22
2024-11-19,Punjab,Kapurthala,14
2024-11-19,Punjab,Ludhiana,78
2024-11-19,Punjab,Malerkotla,32
2024-11-19,Punjab,Mansa,48
2024-11-19,Punjab,Moga,90
2024-11-19,Punjab,Pathankot,3
2024-11-19,Punjab,Patiala,7
2024-11-19,Punjab,Rupnagar,1
2024-11-19,Punjab,Sangrur,83
2024-11-19,Punjab,Shahid Bhagat Singh Nagar,4
2024-11-19,Punjab,Sri Muktsar Sahib,133
2024-11-19,Punjab,Tarn Taran,73
2024-11-20,Haryana,Bhiwani,4
2024-11-20,Haryana,Fatehabad,16
2024-11-20,Haryana,Hisar,17
2024-11-20,Haryana,Jind,36
2024-11-20,Haryana,Kaithal,8
2024-11-20,Haryana,Karnal,1
2024-11-20,Haryana,Kurukshetra,2
2024-11-20,Haryana,Panipat,2
2024-11-20,Haryana,Rewari,1
2024-11-20,Haryana,Rohtak,7
2024-11-20,Haryana,Sirsa,38
2024-11-20,Haryana,Sonipat,4
2024-11-20,Haryana,Yamunanagar,4
2024-11-20,Punjab,Amritsar,20
2024-11-20,Punjab,Barnala,13
2024-11-20,Punjab,Bathinda,36
2024-11-20,Punjab,Faridkot,17
2024-11-20,Punjab,Fatehgarh Sahib,6
2024-11-20,Punjab,Fazilka,16
2024-11-20,Punjab,Ferozepur,48
2024-11-20,Punjab,Gurdaspur,11
2024-11-20,Punjab,Hoshiarpur,2
2024-11-20,Punjab,Jalandhar,16
2024-11-20,Punjab,Kapurthala,8
2024-11-20,Punjab,Ludhiana,31
2024-11-20,Punjab,Malerkotla,15
2024-11-20,Punjab,Mansa,26
2024-11-20,Punjab,Moga,25
2024-11-20,Punjab,Pathankot,2
2024-11-20,Punjab,Patiala,7
2024-11-20,Punjab,Rupnagar,2
2024-11-20,Punjab,Sangrur,47
2024-11-20,Punjab,Shahid Bhagat Singh Nagar,3
2024-11-20,Punjab,Sri Muktsar Sahib,48
2024-11-20,Punjab,Tarn Taran,24
2024-11-21,Haryana,Ambala,1
2024-11-21,Haryana,Bhiwani,1
2024-11-21,Haryana,Fatehabad,3
2024-11-21,Haryana,Hisar,2
2024-11-21,Haryana,Jhajjar,4
2024-11-21,Haryana,Jind,24
2024-11-21,Haryana,Kaithal,6
2024-11-21,Haryana,Karnal,1
2024-11-21,Haryana,Kurukshetra,1
2024-11-21,Haryana,Panipat,1
2024-11-21,Haryana,Rohtak,4
2024-11-21,Haryana,Sirsa,21
2024-11-21,Haryana,Sonipat,2
2024-11-21,Haryana,Yamunanagar,2
2024-11-21,Punjab,Amritsar,5
2024-11-21,Punjab,Barnala,8
2024-11-21,Punjab,Bathinda,15
2024-11-21,Punjab,Faridkot,14
2024-11-21,Punjab,Fatehgarh Sahib,8
2024-11-21,Punjab,Fazilka,42
2024-11-21,Punjab,Ferozepur,39
2024-11-21,Punjab,Gurdaspur,4
2024-11-21,Punjab,Hoshiarpur,2
2024-11-21,Punjab,Jalandhar,10
2024-11-21,Punjab,Kapurthala,8
2024-11-21,Punjab,Ludhiana,15
2024-11-21,Punjab,Malerkotla,8
2024-11-21,Punjab,Mansa,17
2024-11-21,Punjab,Moga,31
2024-11-21,Punjab,Patiala,3
2024-11-21,Punjab,Rupnagar,1
2024-11-21,Punjab,Sangrur,16
2024-11-21,Punjab,Shahid Bhagat Singh Nagar,2
2024-11-21,Punjab,Sri Muktsar Sahib,22
2024-11-21,Punjab,Tarn Taran,32
2024-11-22,Haryana,Ambala,1
2024-11-22,Haryana,Bhiwani,2
2024-11-22,Haryana,Faridabad,3
2024-11-22,Haryana,Fatehabad,5
2024-11-22,Haryana,Hisar,3
2024-11-22,Haryana,Jhajjar,4
2024-11-22,Haryana,Jind,8
2024-11-22,Haryana,Panipat,3
2024-11-22,Haryana,Rohtak,1
2024-11-22,Haryana,Sirsa,27
2024-11-22,Haryana,Sonipat,1
2024-11-22,Punjab,Amritsar,5
2024-11-22,Punjab,Barnala,6
2024-11-22,Punjab,Bathinda,23
2024-11-22,Punjab,Faridkot,14
2024-11-22,Punjab,Fatehgarh Sahib,5
2024-11-22,Punjab,Fazilka,69
2024-11-22,Punjab,Ferozepur,63
2024-11-22,Punjab,Gurdaspur,1
2024-11-22,Punjab,Hoshiarpur,1
2024-11-22,Punjab,Jalandhar,3
2024-11-22,Punjab,Kapurthala,5
2024-11-22,Punjab,Ludhiana,4
2024-11-22,Punjab,Malerkotla,2
2024-11-22,Punjab,Mansa,12
2024-11-22,Punjab,Moga,11
2024-11-22,Punjab,Sangrur,2
2024-11-22,Punjab,Sri Muktsar Sahib,61
2024-11-22,Punjab,Tarn Taran,11
2024-11-23,Haryana,Bhiwani,3
2024-11-23,Haryana,Faridabad,1
2024-11-23,Haryana,Fatehabad,8
2024-11-23,Haryana,Hisar,24
2024-11-23,Haryana,Jhajjar,5
2024-11-23,Haryana,Jind,37
2024-11-23,Haryana,Karnal,2
2024-11-23,Haryana,Panipat,4
2024-11-23,Haryana,Rohtak,14
2024-11-23,Haryana,Sirsa,32
2024-11-23,Haryana,Sonipat,8
2024-11-23,Haryana,Yamunanagar,1
2024-11-23,Punjab,Amritsar,2
2024-11-23,Punjab,Barnala,29
2024-11-23,Punjab,Bathinda,43
2024-11-23,Punjab,Faridkot,8
2024-11-23,Punjab,Fatehgarh Sahib,3
2024-11-23,Punjab,Fazilka,32
2024-11-23,Punjab,Ferozepur,30
2024-11-23,Punjab,Hoshiarpur,2
2024-11-23,Punjab,Jalandhar,5
2024-11-23,Punjab,Kapurthala,4
2024-11-23,Punjab,Ludhiana,43
2024-11-23,Punjab,Malerkotla,10
2024-11-23,Punjab,Mansa,36
2024-11-23,Punjab,Moga,19
2024-11-23,Punjab,Patiala,1
2024-11-23,Punjab,Sangrur,27
2024-11-23,Punjab,Shahid Bhagat Singh Nagar,1
2024-11-23,Punjab,Sri Muktsar Sahib,18
2024-11-23,Punjab,Tarn Taran,2
2024-11-24,Haryana,Ambala,3
2024-11-24,Haryana,Bhiwani,7
2024-11-24,Haryana,Faridabad,3
2024-11-24,Haryana,Fatehabad,15
2024-11-24,Haryana,Hisar,24
2024-11-24,Haryana,Jhajjar,6
2024-11-24,Haryana,Jind,37
2024-11-24,Haryana,Kaithal,1
2024-11-24,Haryana,Kurukshetra,2
2024-11-24,Haryana,Panipat,6
2024-11-24,Haryana,Rohtak,9
2024-11-24,Haryana,Sirsa,38
2024-11-24,Haryana,Sonipat,5
2024-11-24,Haryana,Yamunanagar,2
2024-11-24,Punjab,Amritsar,8
2024-11-24,Punjab,Barnala,4
2024-11-24,Punjab,Bathinda,20
2024-11-24,Punjab,Faridkot,4
2024-11-24,Punjab,Fatehgarh Sahib,4
2024-11-24,Punjab,Fazilka,28
2024-11-24,Punjab,Ferozepur,22
2024-11-24,Punjab,Gurdaspur,5
2024-11-24,Punjab,Jalandhar,7
2024-11-24,Punjab,Kapurthala,11
2024-11-24,Punjab,Ludhiana,11
2024-11-24,Punjab,Malerkotla,2
2024-11-24,Punjab,Mansa,13
2024-11-24,Punjab,Moga,19
2024-11-24,Punjab,Sangrur,9
2024-11-24,Punjab,Shahid Bhagat Singh Nagar,4
2024-11-24,Punjab,Sri Muktsar Sahib,10
2024-11-24,Punjab,Tarn Taran,11
2024-11-25,Haryana,Ambala,4
2024-11-25,Haryana,Faridabad,2
2024-11-25,Haryana,Fatehabad,2
2024-11-25,Haryana,Hisar,4
2024-11-25,Haryana,Jhajjar,2
2024-11-25,Haryana,Jind,13
2024-11-25,Haryana,Karnal,1
2024-11-25,Haryana,Kurukshetra,2
2024-11-25,Haryana,Nuh,1
2024-11-25,Haryana,Panipat,2
2024-11-25,Haryana,Rohtak,5
2024-11-25,Haryana,Sirsa,26
2024-11-25,Haryana,Sonipat,2
2024-11-25,Haryana,Yamunanagar,1
2024-11-25,Punjab,Amritsar,2
2024-11-25,Punjab,Barnala,3
2024-11-25,Punjab,Bathinda,20
2024-11-25,Punjab,Faridkot,14
2024-11-25,Punjab,Fatehgarh Sahib,12
2024-11-25,Punjab,Fazilka,27
2024-11-25,Punjab,Ferozepur,27
2024-11-25,Punjab,Gurdaspur,1
2024-11-25,Punjab,Jalandhar,6
2024-11-25,Punjab,Kapurthala,4
2024-11-25,Punjab,Ludhiana,13
2024-11-25,Punjab,Malerkotla,5
2024-11-25,Punjab,Mansa,9
2024-11-25,Punjab,Moga,20
2024-11-25,Punjab,Patiala,2
2024-11-25,Punjab,Rupnagar,1
2024-11-25,Punjab,Sangrur,4
2024-11-25,Punjab,Shahid Bhagat Singh Nagar,1
2024-11-25,Punjab,Sri Muktsar Sahib,12
2024-11-25,Punjab,Tarn Taran,8
2024-11-26,Haryana,Ambala,10
2024-11-26,Haryana,Faridabad,3
2024-11-26,Haryana,Fatehabad,1
2024-11-26,Haryana,Hisar,5
2024-11-26,Haryana,Jhajjar,2
2024-11-26,Haryana,Jind,2
2024-11-26,Haryana,Kaithal,2
2024-11-26,Haryana,Kurukshetra,1
2024-11-26,Haryana,Mahendragarh,4
2024-11-26,Haryana,Panipat,4
2024-11-26,Haryana,Rohtak,1
2024-11-26,Haryana,Sirsa,14
2024-11-26,Haryana,Sonipat,2
2024-11-26,Haryana,Yamunanagar,4
2024-11-26,Punjab,Amritsar,2
2024-11-26,Punjab,Barnala,1
2024-11-26,Punjab,Bathinda,7
2024-11-26,Punjab,Faridkot,4
2024-11-26,Punjab,Fatehgarh Sahib,3
2024-11-26,Punjab,Fazilka,12
2024-11-26,Punjab,Ferozepur,9
2024-11-26,Punjab,Hoshiarpur,2
2024-11-26,Punjab,Jalandhar,3
2024-11-26,Punjab,Kapurthala,2
2024-11-26,Punjab,Ludhiana,4
2024-11-26,Punjab,Malerkotla,3
2024-11-26,Punjab,Mansa,2
2024-11-26,Punjab,Moga,1
2024-11-26,Punjab,Patiala,1
2024-11-26,Punjab,Shahid Bhagat Singh Nagar,2
2024-11-26,Punjab,Sri Muktsar Sahib,11
2024-11-26,Punjab,Tarn Taran,2
2024-11-27,Haryana,Ambala,1
2024-11-27,Haryana,Bhiwani,2
2024-11-27,Haryana,Faridabad,4
2024-11-27,Haryana,Fatehabad,5
2024-11-27,Haryana,Hisar,5
2024-11-27,Haryana,Jhajjar,4
2024-11-27,Haryana,Jind,3
2024-11-27,Haryana,Panipat,6
2024-11-27,Haryana,Rohtak,1
2024-11-27,Haryana,Sirsa,17
2024-11-27,Haryana,Sonipat,4
2024-11-27,Punjab,Barnala,3
2024-11-27,Punjab,Bathinda,5
2024-11-27,Punjab,Faridkot,4
2024-11-27,Punjab,Fatehgarh Sahib,2
2024-11-27,Punjab,Fazilka,20
2024-11-27,Punjab,Ferozepur,6
2024-11-27,Punjab,Gurdaspur,1
2024-11-27,Punjab,Hoshiarpur,1
2024-11-27,Punjab,Jalandhar,1
2024-11-27,Punjab,Kapurthala,2
2024-11-27,Punjab,Ludhiana,6
2024-11-27,Punjab,Malerkotla,1
2024-11-27,Punjab,Mansa,1
2024-11-27,Punjab,Moga,4
2024-11-27,Punjab,Sangrur,3
2024-11-27,Punjab,Sri Muktsar Sahib,19
2024-11-28,Haryana,Faridabad,4
2024-11-28,Haryana,Fatehabad,3
2024-11-28,Haryana,Hisar,4
2024-11-28,Haryana,Jhajjar,1
2024-11-28,Haryana,Jind,3
2024-11-28,Haryana,Sirsa,9
2024-11-28,Haryana,Yamunanagar,3
2024-11-28,Punjab,Bathinda,8
2024-11-28,Punjab,Faridkot,1
2024-11-28,Punjab,Fatehgarh Sahib,2
2024-11-28,Punjab,Fazilka,33
2024-11-28,Punjab,Ferozepur,3
2024-11-28,Punjab,Hoshiarpur,1
2024-11-28,Punjab,Jalandhar,3
2024-11-28,Punjab,Kapurthala,1
2024-11-28,Punjab,Ludhiana,2
2024-11-28,Punjab,Mansa,1
2024-11-28,Punjab,Moga,2
2024-11-28,Punjab,Sangrur,1
2024-11-28,Punjab,Sri Muktsar Sahib,14
2024-11-28,Punjab,Tarn Taran,5
2024-11-29,Haryana,Ambala,4
2024-11-29,Haryana,Bhiwani,4
2024-11-29,Haryana,Fatehabad,4
2024-11-29,Haryana,Hisar,6
2024-11-29,Haryana,Jhajjar,3
2024-11-29,Haryana,Jind,3
2024-11-29,Haryana,Karnal,3
2024-11-29,Haryana,Panipat,2
2024-11-29,Haryana,Rohtak,3
2024-11-29,Haryana,Sirsa,8
2024-11-29,Haryana,Sonipat,3
2024-11-29,Punjab,Amritsar,1
2024-11-29,Punjab,Barnala,1
2024-11-29,Punjab,Bathinda,10
2024-11-29,Punjab,Faridkot,3
2024-11-29,Punjab,Fatehgarh Sahib,1
2024-11-29,Punjab,Fazilka,17
2024-11-29,Punjab,Ferozepur,1
2024-11-29,Punjab,Hoshiarpur,1
2024-11-29,Punjab,Jalandhar,5
2024-11-29,Punjab,Ludhiana,9
2024-11-29,Punjab,Mansa,7
2024-11-29,Punjab,Moga,3
2024-11-29,Punjab,Patiala,2
2024-11-29,Punjab,Rupnagar,4
2024-11-29,Punjab,Sangrur,1
2024-11-29,Punjab,Shahid Bhagat Singh Nagar,2
2024-11-29,Punjab,Sri Muktsar Sahib,8
2024-11-29,Punjab,Tarn Taran,4
2024-11-30,Haryana,Ambala,3
2024-11-30,Haryana,Bhiwani,3
2024-11-30,Haryana,Faridabad,3
2024-11-30,Haryana,Fatehabad,1
2024-11-30,Haryana,Hisar,11
