district,state,date,fire_count,year,month,day,day_of_season,T2M,RH2M,WS2M,PRECTOTCORR,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d,next_day_fire_count
Patiala,Punjab,2024-11-07,32,2024,11,7,38,23.86,57.23,1.15,0.0,1.0,16.0,53.0,7.666666666666667,34.42857142857143,39.0
Patiala,Punjab,2024-11-08,39,2024,11,8,39,23.76,60.65,1.22,0.0,32.0,6.0,96.0,13.0,31.428571428571427,58.0
Patiala,Punjab,2024-11-09,58,2024,11,9,40,23.32,68.05,1.72,0.0,39.0,1.0,45.0,24.0,23.285714285714285,9.0
Patiala,Punjab,2024-11-10,9,2024,11,10,41,23.35,69.87,1.22,0.0,58.0,32.0,24.0,43.0,25.142857142857142,10.0
Patiala,Punjab,2024-11-11,10,2024,11,11,42,23.96,66.96,0.98,0.0,9.0,39.0,16.0,35.333333333333336,23.0,13.0
Patiala,Punjab,2024-11-12,13,2024,11,12,43,23.05,57.62,1.28,0.0,10.0,58.0,6.0,25.666666666666668,22.142857142857142,0.0
Patiala,Punjab,2024-11-13,0,2024,11,13,44,22.33,52.3,1.41,0.0,13.0,9.0,1.0,10.666666666666666,23.142857142857142,0.0
Patiala,Punjab,2024-11-14,0,2024,11,14,45,21.28,47.59,1.25,0.0,0.0,10.0,32.0,7.666666666666667,23.0,19.0
Patiala,Punjab,2024-11-15,19,2024,11,15,46,20.82,48.46,1.64,0.0,0.0,13.0,39.0,4.333333333333333,18.428571428571427,20.0
Patiala,Punjab,2024-11-16,20,2024,11,16,47,20.31,54.03,1.69,0.0,19.0,0.0,58.0,6.333333333333333,15.571428571428571,4.0
Patiala,Punjab,2024-11-17,4,2024,11,17,48,19.8,49.42,1.79,0.0,20.0,0.0,9.0,13.0,10.142857142857142,15.0
Patiala,Punjab,2024-11-18,15,2024,11,18,49,18.91,46.48,1.57,0.0,4.0,19.0,10.0,14.333333333333334,9.428571428571429,7.0
Patiala,Punjab,2024-11-19,7,2024,11,19,50,18.65,41.92,1.66,0.0,15.0,20.0,13.0,13.0,10.142857142857142,7.0
Patiala,Punjab,2024-11-20,7,2024,11,20,51,18.49,40.07,1.56,0.0,7.0,4.0,0.0,8.666666666666666,9.285714285714286,3.0
Patiala,Punjab,2024-11-21,3,2024,11,21,52,18.77,37.6,1.36,0.0,7.0,15.0,0.0,9.666666666666666,10.285714285714286,0.0
Patiala,Punjab,2024-11-22,0,2024,11,22,53,19.83,35.63,1.02,0.0,3.0,7.0,19.0,5.666666666666667,10.714285714285714,1.0
Patiala,Punjab,2024-11-23,1,2024,11,23,54,18.8,42.73,1.07,0.0,0.0,7.0,20.0,3.3333333333333335,8.0,0.0
Patiala,Punjab,2024-11-24,0,2024,11,24,55,19.2,45.6,1.73,0.0,1.0,3.0,4.0,1.3333333333333333,5.285714285714286,2.0
Patiala,Punjab,2024-11-25,2,2024,11,25,56,17.6,52.44,2.08,0.0,0.0,0.0,15.0,0.3333333333333333,4.714285714285714,1.0
Patiala,Punjab,2024-11-26,1,2024,11,26,57,17.53,45.7,1.76,0.0,2.0,1.0,7.0,1.0,2.857142857142857,0.0
Patiala,Punjab,2024-11-27,0,2024,11,27,58,17.67,44.91,1.19,0.0,1.0,0.0,7.0,1.0,2.0,0.0
Patiala,Punjab,2024-11-28,0,2024,11,28,59,17.96,42.04,1.21,0.0,0.0,2.0,3.0,1.0,1.0,2.0
Patiala,Punjab,2024-11-29,2,2024,11,29,60,18.35,41.11,1.04,0.0,0.0,1.0,0.0,0.3333333333333333,0.5714285714285714,1.0
Patiala,Punjab,2024-11-30,1,2024,11,30,61,17.08,42.6,1.88,0.0,2.0,0.0,1.0,0.6666666666666666,0.8571428571428571,0.0
Patiala,Punjab,2025-10-01,0,2025,10,1,1,28.08,75.22,0.93,0.27,1.0,0.0,0.0,1.0,0.8571428571428571,0.0
Patiala,Punjab,2025-10-02,0,2025,10,2,2,27.89,74.34,0.79,3.51,0.0,2.0,2.0,1.0,0.8571428571428571,0.0
Patiala,Punjab,2025-10-03,0,2025,10,3,3,27.37,76.14,0.84,0.69,0.0,1.0,1.0,0.3333333333333333,0.5714285714285714,0.0
Patiala,Punjab,2025-10-04,0,2025,10,4,4,27.41,72.94,1.59,0.04,0.0,0.0,0.0,0.0,0.42857142857142855,5.0
Patiala,Punjab,2025-10-05,5,2025,10,5,5,27.5,66.98,0.67,2.93,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Patiala,Punjab,2025-10-06,0,2025,10,6,6,23.84,80.55,1.84,8.67,5.0,0.0,2.0,1.6666666666666667,1.1428571428571428,0.0
Patiala,Punjab,2025-10-07,0,2025,10,7,7,22.95,87.57,2.23,20.99,0.0,0.0,1.0,1.6666666666666667,0.8571428571428571,2.0
Patiala,Punjab,2025-10-08,2,2025,10,8,8,22.09,83.91,1.47,6.85,0.0,5.0,0.0,1.6666666666666667,0.7142857142857143,1.0
Patiala,Punjab,2025-10-09,1,2025,10,9,9,21.99,77.66,1.5,0.01,2.0,0.0,0.0,0.6666666666666666,1.0,0.0
Patiala,Punjab,2025-10-10,0,2025,10,10,10,22.71,68.57,1.2,0.0,1.0,0.0,0.0,1.0,1.1428571428571428,0.0
Patiala,Punjab,2025-10-11,0,2025,10,11,11,23.32,68.95,1.2,0.0,0.0,2.0,0.0,1.0,1.1428571428571428,0.0
Patiala,Punjab,2025-10-12,0,2025,10,12,12,22.72,71.46,1.58,0.0,0.0,1.0,5.0,0.3333333333333333,1.1428571428571428,0.0
Patiala,Punjab,2025-10-13,0,2025,10,13,13,23.21,63.56,1.34,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0
Patiala,Punjab,2025-10-14,1,2025,10,14,14,23.73,56.09,1.02,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,3.0
Patiala,Punjab,2025-10-15,3,2025,10,15,15,24.03,54.59,0.75,0.0,1.0,0.0,2.0,0.3333333333333333,0.5714285714285714,3.0
Patiala,Punjab,2025-10-16,3,2025,10,16,16,24.04,61.36,1.04,0.0,3.0,0.0,1.0,1.3333333333333333,0.7142857142857143,4.0
Patiala,Punjab,2025-10-17,4,2025,10,17,17,24.22,71.36,1.16,0.0,3.0,1.0,0.0,2.3333333333333335,1.0,2.0
Patiala,Punjab,2025-10-18,2,2025,10,18,18,24.48,70.94,0.88,0.0,4.0,3.0,0.0,3.3333333333333335,1.5714285714285714,6.0
Patiala,Punjab,2025-10-19,6,2025,10,19,19,25.57,60.6,0.69,0.0,2.0,3.0,0.0,3.0,1.8571428571428572,14.0
Patiala,Punjab,2025-10-20,14,2025,10,20,20,25.37,56.74,0.81,0.0,6.0,4.0,0.0,4.0,2.7142857142857144,18.0
Patiala,Punjab,2025-10-21,18,2025,10,21,21,24.74,58.77,0.73,0.0,14.0,2.0,1.0,7.333333333333333,4.714285714285714,11.0
Patiala,Punjab,2025-10-22,11,2025,10,22,22,23.75,57.93,1.45,0.0,18.0,6.0,3.0,12.666666666666666,7.142857142857143,2.0
Patiala,Punjab,2025-10-23,2,2025,10,23,23,23.63,54.48,1.27,0.0,11.0,14.0,3.0,14.333333333333334,8.285714285714286,1.0
Patiala,Punjab,2025-10-24,1,2025,10,24,24,25.2,50.55,0.43,0.19,2.0,18.0,4.0,10.333333333333334,8.142857142857142,10.0
Patiala,Punjab,2025-10-25,10,2025,10,25,25,24.18,58.04,1.01,0.0,1.0,11.0,2.0,4.666666666666667,7.714285714285714,4.0
Patiala,Punjab,2025-10-26,4,2025,10,26,26,24.1,53.05,0.94,0.0,10.0,2.0,6.0,4.333333333333333,8.857142857142858,11.0
Patiala,Punjab,2025-10-27,11,2025,10,27,27,23.1,54.74,1.02,0.0,4.0,1.0,14.0,5.0,8.571428571428571,6.0
Patiala,Punjab,2025-10-28,6,2025,10,28,28,22.56,66.51,0.72,0.0,11.0,10.0,18.0,8.333333333333334,8.142857142857142,18.0
Patiala,Punjab,2025-10-29,18,2025,10,29,29,22.39,66.07,1.44,0.0,6.0,4.0,11.0,7.0,6.428571428571429,13.0
Patiala,Punjab,2025-10-30,13,2025,10,30,30,24.13,67.4,0.93,0.0,18.0,11.0,2.0,11.666666666666666,7.428571428571429,41.0
Patiala,Punjab,2025-10-31,41,2025,10,31,31,23.66,66.66,1.57,0.0,13.0,6.0,1.0,12.333333333333334,9.0,44.0
Patiala,Punjab,2025-11-01,44,2025,11,1,32,22.71,63.53,1.57,0.0,41.0,18.0,10.0,24.0,14.714285714285714,27.0
Patiala,Punjab,2025-11-02,27,2025,11,2,33,21.62,59.48,1.99,0.0,44.0,13.0,4.0,32.666666666666664,19.571428571428573,11.0
Patiala,Punjab,2025-11-03,11,2025,11,3,34,21.61,53.65,1.77,0.0,27.0,41.0,11.0,37.333333333333336,22.857142857142858,20.0
Patiala,Punjab,2025-11-04,20,2025,11,4,35,21.17,58.84,1.92,0.0,11.0,44.0,6.0,27.333333333333332,22.857142857142858,10.0
Patiala,Punjab,2025-11-05,10,2025,11,5,36,20.82,58.21,1.82,0.77,20.0,27.0,18.0,19.333333333333332,24.857142857142858,24.0
Patiala,Punjab,2025-11-06,24,2025,11,6,37,18.04,56.82,2.54,0.0,10.0,11.0,13.0,13.666666666666666,23.714285714285715,12.0
Patiala,Punjab,2025-11-07,12,2025,11,7,38,17.44,48.09,2.21,0.0,24.0,20.0,41.0,18.0,25.285714285714285,21.0
Patiala,Punjab,2025-11-08,21,2025,11,8,39,17.18,46.64,1.77,0.0,12.0,10.0,44.0,15.333333333333334,21.142857142857142,30.0
Patiala,Punjab,2025-11-09,30,2025,11,9,40,17.07,50.85,1.89,0.0,21.0,24.0,27.0,19.0,17.857142857142858,6.0
Patiala,Punjab,2025-11-10,6,2025,11,10,41,17.63,48.75,1.64,0.0,30.0,12.0,11.0,21.0,18.285714285714285,11.0
Patiala,Punjab,2025-11-11,11,2025,11,11,42,17.27,51.27,1.92,0.0,6.0,21.0,20.0,19.0,17.571428571428573,1.0
Patiala,Punjab,2025-11-12,1,2025,11,12,43,16.85,51.72,2.13,0.0,11.0,30.0,10.0,15.666666666666666,16.285714285714285,3.0
Patiala,Punjab,2025-11-13,3,2025,11,13,44,16.88,51.63,1.8,0.0,1.0,6.0,24.0,6.0,15.0,1.0
Patiala,Punjab,2025-11-14,1,2025,11,14,45,16.49,50.15,1.7,0.0,3.0,11.0,12.0,5.0,12.0,4.0
Patiala,Punjab,2025-11-15,4,2025,11,15,46,16.73,47.35,1.81,0.0,1.0,1.0,21.0,1.6666666666666667,10.428571428571429,2.0
Patiala,Punjab,2025-11-16,2,2025,11,16,47,16.59,48.6,1.9,0.0,4.0,3.0,30.0,2.6666666666666665,8.0,0.0
Patiala,Punjab,2025-11-17,0,2025,11,17,48,17.4,46.22,1.43,0.0,2.0,1.0,6.0,2.3333333333333335,4.0,3.0
Patiala,Punjab,2025-11-18,3,2025,11,18,49,17.53,45.09,1.33,0.0,0.0,4.0,11.0,2.0,3.142857142857143,0.0
Patiala,Punjab,2025-11-19,0,2025,11,19,50,18.87,47.57,0.83,0.0,3.0,2.0,1.0,1.6666666666666667,2.0,0.0
Patiala,Punjab,2025-11-20,0,2025,11,20,51,19.7,39.92,0.52,0.0,0.0,0.0,3.0,1.0,1.8571428571428572,2.0
Patiala,Punjab,2025-11-21,2,2025,11,21,52,18.44,48.97,0.88,0.0,0.0,3.0,1.0,1.0,1.4285714285714286,0.0
Patiala,Punjab,2025-11-22,0,2025,11,22,53,17.59,52.21,1.37,0.0,2.0,0.0,4.0,0.6666666666666666,1.5714285714285714,0.0
Patiala,Punjab,2025-11-23,0,2025,11,23,54,16.72,56.01,1.14,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,0.0
Patiala,Punjab,2025-11-24,0,2025,11,24,55,15.49,52.82,1.69,0.0,0.0,2.0,0.0,0.6666666666666666,0.7142857142857143,0.0
Patiala,Punjab,2025-11-25,0,2025,11,25,56,14.93,52.81,1.69,0.0,0.0,0.0,3.0,0.0,0.7142857142857143,0.0
Patiala,Punjab,2025-11-26,0,2025,11,26,57,15.37,51.0,1.43,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Patiala,Punjab,2025-11-27,0,2025,11,27,58,16.56,49.25,0.93,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Patiala,Punjab,2025-11-28,0,2025,11,28,59,16.54,50.74,1.53,0.0,0.0,0.0,2.0,0.0,0.2857142857142857,0.0
Patiala,Punjab,2025-11-29,0,2025,11,29,60,15.19,46.6,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-08,0,2023,10,8,8,29.41,53.3,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-09,0,2023,10,9,9,29.68,56.53,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-10,0,2023,10,10,10,28.61,55.94,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-11,0,2023,10,11,11,26.85,52.82,1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rewari,Haryana,2023-10-12,1,2023,10,12,12,26.62,46.05,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-13,0,2023,10,13,13,27.5,46.05,1.19,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-14,0,2023,10,14,14,28.31,45.34,1.01,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-15,0,2023,10,15,15,28.51,45.29,1.3,0.01,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-16,0,2023,10,16,16,25.94,58.9,2.04,1.78,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-17,0,2023,10,17,17,23.9,68.22,1.98,3.1,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-18,0,2023,10,18,18,23.6,57.59,2.16,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-19,0,2023,10,19,19,23.46,55.51,1.54,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-20,0,2023,10,20,20,23.66,54.62,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rewari,Haryana,2023-10-21,1,2023,10,21,21,23.63,53.41,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-10-22,0,2023,10,22,22,24.23,47.85,1.22,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-23,0,2023,10,23,23,23.71,52.81,1.56,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-24,0,2023,10,24,24,23.97,54.8,1.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-25,0,2023,10,25,25,23.88,52.92,1.89,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-26,0,2023,10,26,26,23.35,48.3,1.8,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
Rewari,Haryana,2023-10-27,1,2023,10,27,27,24.11,40.57,1.39,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-10-28,0,2023,10,28,28,24.7,40.49,1.28,0.0,1.0,0.0,1.0,0.3333333333333333,0.2857142857142857,0.0
Rewari,Haryana,2023-10-29,0,2023,10,29,29,25.23,41.68,1.28,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-30,0,2023,10,30,30,24.82,46.27,1.34,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-10-31,0,2023,10,31,31,24.61,49.28,1.24,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-01,0,2023,11,1,32,25.07,44.19,1.2,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-02,0,2023,11,2,33,24.26,42.07,1.21,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
Rewari,Haryana,2023-11-03,1,2023,11,3,34,24.35,46.64,1.28,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-04,0,2023,11,4,35,24.34,49.45,1.02,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-11-05,0,2023,11,5,36,23.79,43.23,1.08,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-11-06,0,2023,11,6,37,23.66,39.25,1.08,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2023-11-07,0,2023,11,7,38,23.63,40.56,1.12,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-08,0,2023,11,8,39,23.44,45.52,1.12,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-09,0,2023,11,9,40,24.45,47.21,1.06,0.01,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Rewari,Haryana,2023-11-10,0,2023,11,10,41,21.84,56.79,1.35,5.66,0.0,0.0,1.0,0.0,0.14285714285714285,8.0
Rewari,Haryana,2023-11-11,8,2023,11,11,42,19.68,63.96,2.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-12,0,2023,11,12,43,19.6,59.95,1.49,0.0,8.0,0.0,0.0,2.6666666666666665,1.1428571428571428,0.0
Rewari,Haryana,2023-11-13,0,2023,11,13,44,19.97,52.92,0.95,0.0,0.0,0.0,0.0,2.6666666666666665,1.1428571428571428,0.0
Rewari,Haryana,2023-11-14,0,2023,11,14,45,19.96,45.67,0.97,0.0,0.0,8.0,0.0,2.6666666666666665,1.1428571428571428,0.0
Rewari,Haryana,2023-11-15,0,2023,11,15,46,18.7,48.47,1.4,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0
Rewari,Haryana,2023-11-16,0,2023,11,16,47,19.64,49.86,0.85,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0
Rewari,Haryana,2023-11-17,0,2023,11,17,48,20.43,49.79,1.08,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0
Rewari,Haryana,2023-11-18,0,2023,11,18,49,20.06,46.83,0.99,0.0,0.0,0.0,8.0,0.0,1.1428571428571428,0.0
Rewari,Haryana,2023-11-19,0,2023,11,19,50,19.68,45.18,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-20,0,2023,11,20,51,20.43,47.28,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-21,0,2023,11,21,52,18.77,54.41,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-22,0,2023,11,22,53,18.46,47.61,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-23,0,2023,11,23,54,19.32,41.18,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-24,0,2023,11,24,55,18.99,45.69,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-25,0,2023,11,25,56,18.85,44.89,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-26,0,2023,11,26,57,18.5,47.43,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-27,0,2023,11,27,58,17.17,50.69,1.82,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-28,0,2023,11,28,59,17.66,63.54,1.25,4.07,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-29,0,2023,11,29,60,18.43,63.02,1.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2023-11-30,0,2023,11,30,61,18.94,68.72,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2024-10-01,0,2024,10,1,1,27.99,74.73,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2024-10-02,0,2024,10,2,2,27.42,72.48,2.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rewari,Haryana,2024-10-03,1,2024,10,3,3,27.44,73.28,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,Haryana,2024-10-04,0,2024,10,4,4,27.76,77.16,2.24,1.23,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Rewari,Haryana,2024-10-05,0,2024,10,5,5,27.95,73.61,2.01,0.36,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0
Rewari,Haryana,2024-10-06,1,2024,10,6,6,27.05,71.07,1.58,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,1.0
Rewari,Haryana,2024-10-07,1,2024,10,7,7,27.06,65.97,0.97,0.0,1.0,0.0,0.0,0.3333333333333333,0.2857142857142857,1.0
Rewari,Haryana,2024-10-08,1,2024,10,8,8,26.59,67.17,0.96,0.0,1.0,0.0,0.0,0.6666666666666666,0.42857142857142855,2.0
Rewari,Haryana,2024-10-09,2,2024,10,9,9,27.17,61.58,0.94,0.0,1.0,1.0,0.0,1.0,0.5714285714285714,1.0
Rewari,Haryana,2024-10-10,1,2024,10,10,10,26.56,63.7,1.29,0.0,2.0,1.0,1.0,1.3333333333333333,0.8571428571428571,2.0
Rewari,Haryana,2024-10-11,2,2024,10,11,11,25.6,56.58,1.42,0.0,1.0,1.0,0.0,1.3333333333333333,0.8571428571428571,1.0
Rewari,Haryana,2024-10-12,1,2024,10,12,12,25.29,53.61,1.33,0.0,2.0,2.0,0.0,1.6666666666666667,1.1428571428571428,2.0
Rewari,Haryana,2024-10-13,2,2024,10,13,13,25.03,71.15,1.19,0.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858,1.0
Rewari,Haryana,2024-10-14,1,2024,10,14,14,26.36,63.25,1.31,0.0,2.0,2.0,1.0,1.6666666666666667,1.4285714285714286,1.0
Rewari,Haryana,2024-10-15,1,2024,10,15,15,25.94,52.9,1.44,0.0,1.0,1.0,1.0,1.3333333333333333,1.4285714285714286,2.0
Rewari,Haryana,2024-10-16,2,2024,10,16,16,26.09,50.47,1.24,0.0,1.0,2.0,2.0,1.3333333333333333,1.4285714285714286,2.0
Rewari,Haryana,2024-10-17,2,2024,10,17,17,26.85,55.17,1.17,0.0,2.0,1.0,1.0,1.3333333333333333,1.4285714285714286,0.0
Rewari,Haryana,2024-10-18,0,2024,10,18,18,27.21,57.16,1.2,0.0,2.0,1.0,2.0,1.6666666666666667,1.5714285714285714,2.0
Rewari,Haryana,2024-10-19,2,2024,10,19,19,26.98,62.0,1.65,0.0,0.0,2.0,1.0,1.3333333333333333,1.2857142857142858,0.0
Rewari,Haryana,2024-10-20,0,2024,10,20,20,27.06,63.1,1.09,0.0,2.0,2.0,2.0,1.3333333333333333,1.4285714285714286,1.0
Rewari,Haryana,2024-10-21,1,2024,10,21,21,26.67,68.9,1.03,0.67,0.0,0.0,1.0,0.6666666666666666,1.1428571428571428,0.0
Rewari,Haryana,2024-10-22,0,2024,10,22,22,25.74,66.1,0.92,0.15,1.0,2.0,1.0,1.0,1.1428571428571428,2.0
Rewari,Haryana,2024-10-23,2,2024,10,23,23,25.73,58.33,1.45,0.0,0.0,0.0,2.0,0.3333333333333333,1.0,0.0
Rewari,Haryana,2024-10-24,0,2024,10,24,24,24.89,59.12,2.33,0.0,2.0,1.0,2.0,1.0,1.0,1.0
Rewari,Haryana,2024-10-25,1,2024,10,25,25,25.82,56.39,1.88,0.0,0.0,0.0,0.0,0.6666666666666666,0.7142857142857143,2.0
Rewari,Haryana,2024-10-26,2,2024,10,26,26,25.32,56.63,1.72,0.0,1.0,2.0,2.0,1.0,0.8571428571428571,1.0
Rewari,Haryana,2024-10-27,1,2024,10,27,27,24.65,63.98,1.35,0.0,2.0,0.0,0.0,1.0,0.8571428571428571,2.0
Rewari,Haryana,2024-10-28,2,2024,10,28,28,24.85,74.92,2.04,0.0,1.0,1.0,1.0,1.3333333333333333,1.0,3.0
Rewari,Haryana,2024-10-29,3,2024,10,29,29,26.21,71.52,1.38,0.0,2.0,2.0,0.0,1.6666666666666667,1.1428571428571428,1.0
Rewari,Haryana,2024-10-30,1,2024,10,30,30,27.35,52.67,1.24,0.0,3.0,1.0,2.0,2.0,1.5714285714285714,0.0
Rewari,Haryana,2024-10-31,0,2024,10,31,31,25.7,55.05,1.73,0.0,1.0,2.0,0.0,2.0,1.4285714285714286,2.0
Rewari,Haryana,2024-11-01,2,2024,11,1,32,24.96,48.48,2.04,0.0,0.0,3.0,1.0,1.3333333333333333,1.4285714285714286,0.0
Rewari,Haryana,2024-11-02,0,2024,11,2,33,25.34,52.02,1.09,0.0,2.0,1.0,2.0,1.0,1.5714285714285714,2.0
Rewari,Haryana,2024-11-03,2,2024,11,3,34,24.13,59.43,1.12,0.0,0.0,0.0,1.0,0.6666666666666666,1.2857142857142858,0.0
Rewari,Haryana,2024-11-04,0,2024,11,4,35,23.33,63.13,1.15,0.0,2.0,2.0,2.0,1.3333333333333333,1.4285714285714286,1.0
Rewari,Haryana,2024-11-05,1,2024,11,5,36,22.79,68.74,1.52,0.0,0.0,0.0,3.0,0.6666666666666666,1.1428571428571428,0.0
Rewari,Haryana,2024-11-06,0,2024,11,6,37,23.32,65.79,1.32,0.0,1.0,2.0,1.0,1.0,0.8571428571428571,0.0
Rewari,Haryana,2024-11-07,0,2024,11,7,38,23.44,69.19,1.3,0.0,0.0,0.0,0.0,0.3333333333333333,0.7142857142857143,1.0
Rewari,Haryana,2024-11-08,1,2024,11,8,39,23.7,69.18,1.25,0.0,0.0,1.0,2.0,0.3333333333333333,0.7142857142857143,0.0
Rewari,Haryana,2024-11-09,0,2024,11,9,40,23.85,71.85,1.89,0.0,1.0,0.0,0.0,0.3333333333333333,0.5714285714285714,0.0
Rewari,Haryana,2024-11-10,0,2024,11,10,41,24.17,57.79,1.31,0.0,0.0,0.0,2.0,0.3333333333333333,0.5714285714285714,0.0
Rewari,Haryana,2024-11-11,0,2024,11,11,42,24.78,54.27,0.76,0.0,0.0,1.0,0.0,0.3333333333333333,0.2857142857142857,1.0
Rewari,Haryana,2024-11-12,1,2024,11,12,43,23.91,53.77,1.19,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0
Rewari,Haryana,2024-11-13,0,2024,11,13,44,22.09,49.52,1.27,0.0,1.0,0.0,0.0,0.3333333333333333,0.2857142857142857,1.0
Rewari,Haryana,2024-11-14,1,2024,11,14,45,22.39,50.64,0.86,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0
Rewari,Haryana,2024-11-15,0,2024,11,15,46,22.3,55.49,1.41,0.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,0.0
Rewari,Haryana,2024-11-16,0,2024,11,16,47,22.41,47.63,1.37,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0
Rewari,Haryana,2024-11-17,0,2024,11,17,48,22.0,51.7,0.98,0.0,0.0,1.0,0.0,0.3333333333333333,0.2857142857142857,0.0
Rewari,Haryana,2024-11-18,0,2024,11,18,49,19.32,52.69,1.37,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0
